quarter,dong_code,dong_name,store_total,store_normal,store_franchise,industry_code,industry_name
20231,11440700,망원2동,90.0,78.0,12.0,CS100010,커피
20233,11440710,연남동,339.0,326.0,13.0,CS100010,커피
20232,11440710,연남동,342.0,329.0,13.0,CS100010,커피
20231,11440710,연남동,342.0,328.0,14.0,CS100010,커피
20233,11440720,성산1동,70.0,66.0,4.0,CS100010,커피
20232,11440720,성산1동,68.0,63.0,5.0,CS100010,커피
20231,11440720,성산1동,70.0,63.0,7.0,CS100010,커피
20233,11440730,성산2동,61.0,49.0,12.0,CS100010,커피
20232,11440730,성산2동,64.0,51.0,13.0,CS100010,커피
20231,11440730,성산2동,65.0,52.0,13.0,CS100010,커피
20233,11440740,상암동,203.0,145.0,58.0,CS100010,커피
20232,11440740,상암동,204.0,145.0,59.0,CS100010,커피
20231,11440740,상암동,202.0,145.0,57.0,CS100010,커피
20242,11440555,아현동,99.0,83.0,16.0,CS100001,한식
20241,11440555,아현동,101.0,84.0,17.0,CS100001,한식
20234,11440555,아현동,101.0,84.0,17.0,CS100001,한식
20242,11440565,공덕동,226.0,206.0,20.0,CS100001,한식
20241,11440565,공덕동,231.0,212.0,19.0,CS100001,한식
20234,11440565,공덕동,231.0,210.0,21.0,CS100001,한식
20242,11440585,도화동,167.0,149.0,18.0,CS100001,한식
20241,11440585,도화동,172.0,154.0,18.0,CS100001,한식
20234,11440585,도화동,175.0,158.0,17.0,CS100001,한식
20242,11440590,용강동,200.0,165.0,35.0,CS100001,한식
20241,11440590,용강동,207.0,170.0,37.0,CS100001,한식
20234,11440590,용강동,205.0,169.0,36.0,CS100001,한식
20242,11440600,대흥동,121.0,106.0,15.0,CS100001,한식
20241,11440600,대흥동,120.0,106.0,14.0,CS100001,한식
20234,11440600,대흥동,123.0,108.0,15.0,CS100001,한식
20242,11440610,염리동,76.0,64.0,12.0,CS100001,한식
20241,11440610,염리동,74.0,63.0,11.0,CS100001,한식
20234,11440610,염리동,75.0,65.0,10.0,CS100001,한식
20242,11440630,신수동,81.0,73.0,8.0,CS100001,한식
20241,11440630,신수동,83.0,75.0,8.0,CS100001,한식
20234,11440630,신수동,79.0,71.0,8.0,CS100001,한식
20242,11440655,서강동,145.0,127.0,18.0,CS100001,한식
20241,11440655,서강동,150.0,131.0,19.0,CS100001,한식
20234,11440655,서강동,156.0,139.0,17.0,CS100001,한식
20242,11440660,서교동,819.0,712.0,107.0,CS100001,한식
20241,11440660,서교동,824.0,716.0,108.0,CS100001,한식
20234,11440660,서교동,844.0,741.0,103.0,CS100001,한식
20242,11440680,합정동,179.0,155.0,24.0,CS100001,한식
20241,11440680,합정동,180.0,158.0,22.0,CS100001,한식
20234,11440680,합정동,189.0,167.0,22.0,CS100001,한식
20242,11440690,망원1동,154.0,146.0,8.0,CS100001,한식
20241,11440690,망원1동,161.0,152.0,9.0,CS100001,한식
20234,11440690,망원1동,167.0,159.0,8.0,CS100001,한식
20242,11440700,망원2동,106.0,94.0,12.0,CS100001,한식
20241,11440700,망원2동,107.0,95.0,12.0,CS100001,한식
20234,11440700,망원2동,114.0,101.0,13.0,CS100001,한식
20242,11440710,연남동,171.0,163.0,8.0,CS100001,한식
20241,11440710,연남동,177.0,169.0,8.0,CS100001,한식
20234,11440710,연남동,176.0,168.0,8.0,CS100001,한식
20242,11440720,성산1동,97.0,83.0,14.0,CS100001,한식
20241,11440720,성산1동,99.0,85.0,14.0,CS100001,한식
20234,11440720,성산1동,102.0,87.0,15.0,CS100001,한식
20242,11440730,성산2동,97.0,83.0,14.0,CS100001,한식
20241,11440730,성산2동,102.0,89.0,13.0,CS100001,한식
20234,11440730,성산2동,101.0,88.0,13.0,CS100001,한식
20242,11440740,상암동,319.0,252.0,67.0,CS100001,한식
20241,11440740,상암동,335.0,264.0,71.0,CS100001,한식
20234,11440740,상암동,335.0,265.0,70.0,CS100001,한식
20242,11440555,아현동,6.0,5.0,1.0,CS100002,중식
20241,11440555,아현동,5.0,4.0,1.0,CS100002,중식
20234,11440555,아현동,4.0,3.0,1.0,CS100002,중식
20242,11440565,공덕동,15.0,15.0,0.0,CS100002,중식
20241,11440565,공덕동,14.0,14.0,0.0,CS100002,중식
20234,11440565,공덕동,14.0,14.0,0.0,CS100002,중식
20242,11440585,도화동,22.0,18.0,4.0,CS100002,중식
20241,11440585,도화동,22.0,18.0,4.0,CS100002,중식
20234,11440585,도화동,22.0,18.0,4.0,CS100002,중식
20242,11440590,용강동,14.0,14.0,0.0,CS100002,중식
20241,11440590,용강동,15.0,15.0,0.0,CS100002,중식
20234,11440590,용강동,14.0,14.0,0.0,CS100002,중식
20242,11440600,대흥동,14.0,14.0,0.0,CS100002,중식
20241,11440600,대흥동,14.0,14.0,0.0,CS100002,중식
20234,11440600,대흥동,14.0,14.0,0.0,CS100002,중식
20242,11440610,염리동,9.0,6.0,3.0,CS100002,중식
20241,11440610,염리동,9.0,6.0,3.0,CS100002,중식
20234,11440610,염리동,7.0,6.0,1.0,CS100002,중식
20242,11440630,신수동,7.0,7.0,0.0,CS100002,중식
20241,11440630,신수동,7.0,7.0,0.0,CS100002,중식
20234,11440630,신수동,7.0,7.0,0.0,CS100002,중식
20242,11440655,서강동,21.0,20.0,1.0,CS100002,중식
20241,11440655,서강동,18.0,17.0,1.0,CS100002,중식
20234,11440655,서강동,18.0,17.0,1.0,CS100002,중식
20242,11440660,서교동,126.0,107.0,19.0,CS100002,중식
20241,11440660,서교동,124.0,104.0,20.0,CS100002,중식
20234,11440660,서교동,124.0,105.0,19.0,CS100002,중식
20242,11440680,합정동,17.0,12.0,5.0,CS100002,중식
20241,11440680,합정동,19.0,14.0,5.0,CS100002,중식
20234,11440680,합정동,18.0,14.0,4.0,CS100002,중식
20242,11440690,망원1동,19.0,15.0,4.0,CS100002,중식
20241,11440690,망원1동,17.0,15.0,2.0,CS100002,중식
20234,11440690,망원1동,17.0,15.0,2.0,CS100002,중식
20242,11440700,망원2동,12.0,12.0,0.0,CS100002,중식
20241,11440700,망원2동,12.0,12.0,0.0,CS100002,중식
20234,11440700,망원2동,12.0,12.0,0.0,CS100002,중식
20242,11440710,연남동,33.0,33.0,0.0,CS100002,중식
20241,11440710,연남동,30.0,30.0,0.0,CS100002,중식
20234,11440710,연남동,29.0,29.0,0.0,CS100002,중식
20242,11440720,성산1동,9.0,9.0,0.0,CS100002,중식
20241,11440720,성산1동,8.0,8.0,0.0,CS100002,중식
20234,11440720,성산1동,8.0,8.0,0.0,CS100002,중식
20242,11440730,성산2동,15.0,11.0,4.0,CS100002,중식
20241,11440730,성산2동,15.0,12.0,3.0,CS100002,중식
20234,11440730,성산2동,16.0,13.0,3.0,CS100002,중식
20242,11440740,상암동,44.0,33.0,11.0,CS100002,중식
20241,11440740,상암동,44.0,33.0,11.0,CS100002,중식
20234,11440740,상암동,44.0,33.0,11.0,CS100002,중식
20242,11440555,아현동,14.0,11.0,3.0,CS100003,일식
20241,11440555,아현동,13.0,10.0,3.0,CS100003,일식
20234,11440555,아현동,14.0,11.0,3.0,CS100003,일식
20242,11440565,공덕동,26.0,22.0,4.0,CS100003,일식
20241,11440565,공덕동,26.0,22.0,4.0,CS100003,일식
20234,11440565,공덕동,24.0,21.0,3.0,CS100003,일식
20242,11440585,도화동,22.0,16.0,6.0,CS100003,일식
20241,11440585,도화동,22.0,16.0,6.0,CS100003,일식
20234,11440585,도화동,23.0,17.0,6.0,CS100003,일식
20242,11440590,용강동,26.0,20.0,6.0,CS100003,일식
20241,11440590,용강동,29.0,23.0,6.0,CS100003,일식
20234,11440590,용강동,30.0,24.0,6.0,CS100003,일식
20242,11440600,대흥동,14.0,11.0,3.0,CS100003,일식
20241,11440600,대흥동,14.0,11.0,3.0,CS100003,일식
20234,11440600,대흥동,13.0,11.0,2.0,CS100003,일식
20242,11440610,염리동,12.0,10.0,2.0,CS100003,일식
20241,11440610,염리동,13.0,10.0,3.0,CS100003,일식
20234,11440610,염리동,13.0,10.0,3.0,CS100003,일식
20242,11440630,신수동,7.0,6.0,1.0,CS100003,일식
20241,11440630,신수동,9.0,8.0,1.0,CS100003,일식
20234,11440630,신수동,9.0,8.0,1.0,CS100003,일식
20242,11440655,서강동,49.0,44.0,5.0,CS100003,일식
20241,11440655,서강동,52.0,47.0,5.0,CS100003,일식
20234,11440655,서강동,52.0,47.0,5.0,CS100003,일식
20242,11440660,서교동,230.0,197.0,33.0,CS100003,일식
20241,11440660,서교동,239.0,205.0,34.0,CS100003,일식
20234,11440660,서교동,243.0,213.0,30.0,CS100003,일식
20242,11440680,합정동,51.0,46.0,5.0,CS100003,일식
20241,11440680,합정동,54.0,49.0,5.0,CS100003,일식
20234,11440680,합정동,57.0,52.0,5.0,CS100003,일식
20242,11440690,망원1동,36.0,35.0,1.0,CS100003,일식
20241,11440690,망원1동,39.0,38.0,1.0,CS100003,일식
20234,11440690,망원1동,38.0,37.0,1.0,CS100003,일식
20242,11440700,망원2동,9.0,9.0,0.0,CS100003,일식
20241,11440700,망원2동,11.0,11.0,0.0,CS100003,일식
20234,11440700,망원2동,9.0,9.0,0.0,CS100003,일식
20242,11440710,연남동,93.0,84.0,9.0,CS100003,일식
20241,11440710,연남동,95.0,86.0,9.0,CS100003,일식
20234,11440710,연남동,101.0,92.0,9.0,CS100003,일식
20242,11440720,성산1동,17.0,15.0,2.0,CS100003,일식
20241,11440720,성산1동,17.0,15.0,2.0,CS100003,일식
20234,11440720,성산1동,17.0,15.0,2.0,CS100003,일식
20242,11440730,성산2동,18.0,15.0,3.0,CS100003,일식
20241,11440730,성산2동,18.0,15.0,3.0,CS100003,일식
20234,11440730,성산2동,18.0,15.0,3.0,CS100003,일식
20242,11440740,상암동,74.0,63.0,11.0,CS100003,일식
20241,11440740,상암동,77.0,66.0,11.0,CS100003,일식
20234,11440740,상암동,74.0,62.0,12.0,CS100003,일식
20242,11440555,아현동,9.0,9.0,0.0,CS100004,양식
20241,11440555,아현동,11.0,11.0,0.0,CS100004,양식
20234,11440555,아현동,13.0,13.0,0.0,CS100004,양식
20242,11440565,공덕동,29.0,22.0,7.0,CS100004,양식
20241,11440565,공덕동,29.0,22.0,7.0,CS100004,양식
20234,11440565,공덕동,30.0,23.0,7.0,CS100004,양식
20242,11440585,도화동,20.0,18.0,2.0,CS100004,양식
20241,11440585,도화동,20.0,18.0,2.0,CS100004,양식
20234,11440585,도화동,21.0,19.0,2.0,CS100004,양식
20242,11440590,용강동,26.0,24.0,2.0,CS100004,양식
20241,11440590,용강동,24.0,22.0,2.0,CS100004,양식
20234,11440590,용강동,24.0,22.0,2.0,CS100004,양식
20242,11440600,대흥동,20.0,17.0,3.0,CS100004,양식
20241,11440600,대흥동,21.0,17.0,4.0,CS100004,양식
20234,11440600,대흥동,22.0,18.0,4.0,CS100004,양식
20242,11440610,염리동,16.0,14.0,2.0,CS100004,양식
20241,11440610,염리동,18.0,16.0,2.0,CS100004,양식
20234,11440610,염리동,18.0,16.0,2.0,CS100004,양식
20242,11440630,신수동,15.0,14.0,1.0,CS100004,양식
20241,11440630,신수동,15.0,14.0,1.0,CS100004,양식
20234,11440630,신수동,14.0,13.0,1.0,CS100004,양식
20242,11440655,서강동,60.0,59.0,1.0,CS100004,양식
20241,11440655,서강동,59.0,58.0,1.0,CS100004,양식
20234,11440655,서강동,59.0,58.0,1.0,CS100004,양식
20242,11440660,서교동,279.0,249.0,30.0,CS100004,양식
20241,11440660,서교동,277.0,249.0,28.0,CS100004,양식
20234,11440660,서교동,279.0,253.0,26.0,CS100004,양식
20242,11440680,합정동,72.0,67.0,5.0,CS100004,양식
20241,11440680,합정동,72.0,67.0,5.0,CS100004,양식
20234,11440680,합정동,71.0,66.0,5.0,CS100004,양식
20242,11440690,망원1동,68.0,64.0,4.0,CS100004,양식
20241,11440690,망원1동,67.0,63.0,4.0,CS100004,양식
20234,11440690,망원1동,63.0,59.0,4.0,CS100004,양식
20242,11440700,망원2동,9.0,8.0,1.0,CS100004,양식
20241,11440700,망원2동,9.0,8.0,1.0,CS100004,양식
20234,11440700,망원2동,10.0,9.0,1.0,CS100004,양식
20242,11440710,연남동,139.0,135.0,4.0,CS100004,양식
20241,11440710,연남동,144.0,140.0,4.0,CS100004,양식
20234,11440710,연남동,145.0,142.0,3.0,CS100004,양식
20242,11440720,성산1동,16.0,15.0,1.0,CS100004,양식
20241,11440720,성산1동,17.0,16.0,1.0,CS100004,양식
20234,11440720,성산1동,18.0,17.0,1.0,CS100004,양식
20242,11440730,성산2동,8.0,8.0,0.0,CS100004,양식
20241,11440730,성산2동,6.0,6.0,0.0,CS100004,양식
20234,11440730,성산2동,6.0,6.0,0.0,CS100004,양식
20242,11440740,상암동,56.0,49.0,7.0,CS100004,양식
20241,11440740,상암동,59.0,52.0,7.0,CS100004,양식
20234,11440740,상암동,59.0,50.0,9.0,CS100004,양식
20242,11440555,아현동,15.0,10.0,5.0,CS100005,제과
20241,11440555,아현동,15.0,10.0,5.0,CS100005,제과
20234,11440555,아현동,15.0,10.0,5.0,CS100005,제과
20242,11440565,공덕동,29.0,23.0,6.0,CS100005,제과
20241,11440565,공덕동,29.0,23.0,6.0,CS100005,제과
20234,11440565,공덕동,30.0,24.0,6.0,CS100005,제과
20242,11440585,도화동,22.0,13.0,9.0,CS100005,제과
20241,11440585,도화동,22.0,13.0,9.0,CS100005,제과
20234,11440585,도화동,23.0,14.0,9.0,CS100005,제과
20242,11440590,용강동,14.0,5.0,9.0,CS100005,제과
20241,11440590,용강동,14.0,5.0,9.0,CS100005,제과
20234,11440590,용강동,15.0,6.0,9.0,CS100005,제과
20242,11440600,대흥동,25.0,19.0,6.0,CS100005,제과
20241,11440600,대흥동,25.0,20.0,5.0,CS100005,제과
20234,11440600,대흥동,23.0,19.0,4.0,CS100005,제과
20242,11440610,염리동,15.0,13.0,2.0,CS100005,제과
20241,11440610,염리동,17.0,15.0,2.0,CS100005,제과
20234,11440610,염리동,17.0,15.0,2.0,CS100005,제과
20242,11440630,신수동,12.0,10.0,2.0,CS100005,제과
20241,11440630,신수동,13.0,11.0,2.0,CS100005,제과
20234,11440630,신수동,14.0,12.0,2.0,CS100005,제과
20242,11440655,서강동,32.0,25.0,7.0,CS100005,제과
20241,11440655,서강동,31.0,24.0,7.0,CS100005,제과
20234,11440655,서강동,32.0,25.0,7.0,CS100005,제과
20242,11440660,서교동,132.0,107.0,25.0,CS100005,제과
20241,11440660,서교동,128.0,104.0,24.0,CS100005,제과
20234,11440660,서교동,129.0,104.0,25.0,CS100005,제과
20242,11440680,합정동,41.0,37.0,4.0,CS100005,제과
20241,11440680,합정동,40.0,36.0,4.0,CS100005,제과
20234,11440680,합정동,39.0,35.0,4.0,CS100005,제과
20242,11440690,망원1동,41.0,39.0,2.0,CS100005,제과
20241,11440690,망원1동,43.0,41.0,2.0,CS100005,제과
20234,11440690,망원1동,44.0,42.0,2.0,CS100005,제과
20242,11440700,망원2동,18.0,15.0,3.0,CS100005,제과
20241,11440700,망원2동,17.0,14.0,3.0,CS100005,제과
20234,11440700,망원2동,16.0,13.0,3.0,CS100005,제과
20242,11440710,연남동,102.0,98.0,4.0,CS100005,제과
20241,11440710,연남동,101.0,96.0,5.0,CS100005,제과
20234,11440710,연남동,101.0,97.0,4.0,CS100005,제과
20242,11440720,성산1동,24.0,23.0,1.0,CS100005,제과
20241,11440720,성산1동,23.0,22.0,1.0,CS100005,제과
20234,11440720,성산1동,21.0,20.0,1.0,CS100005,제과
20242,11440730,성산2동,21.0,16.0,5.0,CS100005,제과
20241,11440730,성산2동,21.0,16.0,5.0,CS100005,제과
20234,11440730,성산2동,22.0,17.0,5.0,CS100005,제과
20242,11440740,상암동,28.0,18.0,10.0,CS100005,제과
20241,11440740,상암동,27.0,17.0,10.0,CS100005,제과
20234,11440740,상암동,28.0,18.0,10.0,CS100005,제과
20242,11440555,아현동,9.0,5.0,4.0,CS100006,패스트푸드
20241,11440555,아현동,10.0,6.0,4.0,CS100006,패스트푸드
20234,11440555,아현동,10.0,6.0,4.0,CS100006,패스트푸드
20242,11440565,공덕동,20.0,8.0,12.0,CS100006,패스트푸드
20241,11440565,공덕동,23.0,9.0,14.0,CS100006,패스트푸드
20234,11440565,공덕동,21.0,8.0,13.0,CS100006,패스트푸드
20242,11440585,도화동,15.0,7.0,8.0,CS100006,패스트푸드
20241,11440585,도화동,15.0,7.0,8.0,CS100006,패스트푸드
20234,11440585,도화동,14.0,6.0,8.0,CS100006,패스트푸드
20242,11440590,용강동,17.0,9.0,8.0,CS100006,패스트푸드
20241,11440590,용강동,20.0,9.0,11.0,CS100006,패스트푸드
20234,11440590,용강동,19.0,7.0,12.0,CS100006,패스트푸드
20242,11440600,대흥동,23.0,10.0,13.0,CS100006,패스트푸드
20241,11440600,대흥동,24.0,11.0,13.0,CS100006,패스트푸드
20234,11440600,대흥동,22.0,10.0,12.0,CS100006,패스트푸드
20242,11440610,염리동,19.0,7.0,12.0,CS100006,패스트푸드
20241,11440610,염리동,19.0,7.0,12.0,CS100006,패스트푸드
20234,11440610,염리동,18.0,7.0,11.0,CS100006,패스트푸드
20242,11440630,신수동,11.0,4.0,7.0,CS100006,패스트푸드
20241,11440630,신수동,10.0,3.0,7.0,CS100006,패스트푸드
20234,11440630,신수동,10.0,3.0,7.0,CS100006,패스트푸드
20242,11440655,서강동,26.0,17.0,9.0,CS100006,패스트푸드
20241,11440655,서강동,25.0,15.0,10.0,CS100006,패스트푸드
20234,11440655,서강동,25.0,15.0,10.0,CS100006,패스트푸드
20242,11440660,서교동,135.0,91.0,44.0,CS100006,패스트푸드
20241,11440660,서교동,130.0,89.0,41.0,CS100006,패스트푸드
20234,11440660,서교동,126.0,86.0,40.0,CS100006,패스트푸드
20242,11440680,합정동,23.0,19.0,4.0,CS100006,패스트푸드
20241,11440680,합정동,23.0,19.0,4.0,CS100006,패스트푸드
20234,11440680,합정동,23.0,19.0,4.0,CS100006,패스트푸드
20242,11440690,망원1동,25.0,15.0,10.0,CS100006,패스트푸드
20241,11440690,망원1동,25.0,16.0,9.0,CS100006,패스트푸드
20234,11440690,망원1동,25.0,16.0,9.0,CS100006,패스트푸드
20242,11440700,망원2동,13.0,7.0,6.0,CS100006,패스트푸드
20241,11440700,망원2동,13.0,7.0,6.0,CS100006,패스트푸드
20234,11440700,망원2동,14.0,8.0,6.0,CS100006,패스트푸드
20242,11440710,연남동,42.0,39.0,3.0,CS100006,패스트푸드
20241,11440710,연남동,38.0,36.0,2.0,CS100006,패스트푸드
20234,11440710,연남동,40.0,38.0,2.0,CS100006,패스트푸드
20242,11440720,성산1동,18.0,12.0,6.0,CS100006,패스트푸드
20241,11440720,성산1동,18.0,12.0,6.0,CS100006,패스트푸드
20234,11440720,성산1동,17.0,11.0,6.0,CS100006,패스트푸드
20242,11440730,성산2동,21.0,9.0,12.0,CS100006,패스트푸드
20241,11440730,성산2동,22.0,9.0,13.0,CS100006,패스트푸드
20234,11440730,성산2동,22.0,9.0,13.0,CS100006,패스트푸드
20242,11440740,상암동,41.0,20.0,21.0,CS100006,패스트푸드
20241,11440740,상암동,38.0,19.0,19.0,CS100006,패스트푸드
20234,11440740,상암동,38.0,20.0,18.0,CS100006,패스트푸드
20242,11440555,아현동,15.0,5.0,10.0,CS100007,치킨
20241,11440555,아현동,15.0,6.0,9.0,CS100007,치킨
20234,11440555,아현동,15.0,6.0,9.0,CS100007,치킨
20242,11440565,공덕동,25.0,9.0,16.0,CS100007,치킨
20241,11440565,공덕동,27.0,8.0,19.0,CS100007,치킨
20234,11440565,공덕동,26.0,8.0,18.0,CS100007,치킨
20242,11440585,도화동,18.0,7.0,11.0,CS100007,치킨
20241,11440585,도화동,18.0,7.0,11.0,CS100007,치킨
20234,11440585,도화동,17.0,7.0,10.0,CS100007,치킨
20242,11440590,용강동,15.0,5.0,10.0,CS100007,치킨
20241,11440590,용강동,15.0,5.0,10.0,CS100007,치킨
20234,11440590,용강동,14.0,5.0,9.0,CS100007,치킨
20242,11440600,대흥동,13.0,7.0,6.0,CS100007,치킨
20241,11440600,대흥동,13.0,7.0,6.0,CS100007,치킨
20234,11440600,대흥동,12.0,6.0,6.0,CS100007,치킨
20242,11440610,염리동,10.0,4.0,6.0,CS100007,치킨
20241,11440610,염리동,10.0,4.0,6.0,CS100007,치킨
20234,11440610,염리동,11.0,4.0,7.0,CS100007,치킨
20242,11440630,신수동,14.0,3.0,11.0,CS100007,치킨
20241,11440630,신수동,12.0,2.0,10.0,CS100007,치킨
20234,11440630,신수동,12.0,2.0,10.0,CS100007,치킨
20242,11440655,서강동,19.0,6.0,13.0,CS100007,치킨
20241,11440655,서강동,18.0,5.0,13.0,CS100007,치킨
20234,11440655,서강동,18.0,5.0,13.0,CS100007,치킨
20242,11440660,서교동,64.0,25.0,39.0,CS100007,치킨
20241,11440660,서교동,65.0,25.0,40.0,CS100007,치킨
20234,11440660,서교동,62.0,25.0,37.0,CS100007,치킨
20242,11440680,합정동,7.0,1.0,6.0,CS100007,치킨
20241,11440680,합정동,8.0,1.0,7.0,CS100007,치킨
20234,11440680,합정동,8.0,1.0,7.0,CS100007,치킨
20242,11440690,망원1동,21.0,11.0,10.0,CS100007,치킨
20241,11440690,망원1동,23.0,11.0,12.0,CS100007,치킨
20234,11440690,망원1동,23.0,11.0,12.0,CS100007,치킨
20242,11440700,망원2동,21.0,7.0,14.0,CS100007,치킨
20241,11440700,망원2동,21.0,7.0,14.0,CS100007,치킨
20234,11440700,망원2동,21.0,7.0,14.0,CS100007,치킨
20242,11440710,연남동,11.0,3.0,8.0,CS100007,치킨
20241,11440710,연남동,11.0,3.0,8.0,CS100007,치킨
20234,11440710,연남동,10.0,3.0,7.0,CS100007,치킨
20242,11440720,성산1동,9.0,3.0,6.0,CS100007,치킨
20241,11440720,성산1동,9.0,3.0,6.0,CS100007,치킨
20234,11440720,성산1동,9.0,3.0,6.0,CS100007,치킨
20242,11440730,성산2동,14.0,3.0,11.0,CS100007,치킨
20241,11440730,성산2동,14.0,3.0,11.0,CS100007,치킨
20234,11440730,성산2동,14.0,3.0,11.0,CS100007,치킨
20242,11440740,상암동,24.0,11.0,13.0,CS100007,치킨
20241,11440740,상암동,23.0,10.0,13.0,CS100007,치킨
20234,11440740,상암동,21.0,9.0,12.0,CS100007,치킨
20242,11440555,아현동,38.0,27.0,11.0,CS100008,분식
20241,11440555,아현동,33.0,23.0,10.0,CS100008,분식
20234,11440555,아현동,37.0,27.0,10.0,CS100008,분식
20242,11440565,공덕동,44.0,32.0,12.0,CS100008,분식
20241,11440565,공덕동,44.0,31.0,13.0,CS100008,분식
20234,11440565,공덕동,45.0,31.0,14.0,CS100008,분식
20242,11440585,도화동,38.0,27.0,11.0,CS100008,분식
20241,11440585,도화동,35.0,26.0,9.0,CS100008,분식
20234,11440585,도화동,36.0,27.0,9.0,CS100008,분식
20242,11440590,용강동,20.0,13.0,7.0,CS100008,분식
20241,11440590,용강동,20.0,12.0,8.0,CS100008,분식
20234,11440590,용강동,20.0,12.0,8.0,CS100008,분식
20242,11440600,대흥동,40.0,29.0,11.0,CS100008,분식
20241,11440600,대흥동,42.0,30.0,12.0,CS100008,분식
20234,11440600,대흥동,39.0,27.0,12.0,CS100008,분식
20242,11440610,염리동,28.0,21.0,7.0,CS100008,분식
20241,11440610,염리동,28.0,22.0,6.0,CS100008,분식
20234,11440610,염리동,29.0,22.0,7.0,CS100008,분식
20242,11440630,신수동,25.0,21.0,4.0,CS100008,분식
20241,11440630,신수동,25.0,20.0,5.0,CS100008,분식
20234,11440630,신수동,24.0,20.0,4.0,CS100008,분식
20242,11440655,서강동,30.0,24.0,6.0,CS100008,분식
20241,11440655,서강동,29.0,23.0,6.0,CS100008,분식
20234,11440655,서강동,27.0,22.0,5.0,CS100008,분식
20242,11440660,서교동,165.0,138.0,27.0,CS100008,분식
20241,11440660,서교동,165.0,137.0,28.0,CS100008,분식
20234,11440660,서교동,168.0,138.0,30.0,CS100008,분식
20242,11440680,합정동,29.0,23.0,6.0,CS100008,분식
20241,11440680,합정동,30.0,25.0,5.0,CS100008,분식
20234,11440680,합정동,30.0,25.0,5.0,CS100008,분식
20242,11440690,망원1동,39.0,32.0,7.0,CS100008,분식
20241,11440690,망원1동,41.0,34.0,7.0,CS100008,분식
20234,11440690,망원1동,43.0,36.0,7.0,CS100008,분식
20242,11440700,망원2동,20.0,16.0,4.0,CS100008,분식
20241,11440700,망원2동,22.0,17.0,5.0,CS100008,분식
20234,11440700,망원2동,22.0,17.0,5.0,CS100008,분식
20242,11440710,연남동,33.0,30.0,3.0,CS100008,분식
20241,11440710,연남동,36.0,33.0,3.0,CS100008,분식
20234,11440710,연남동,38.0,35.0,3.0,CS100008,분식
20242,11440720,성산1동,12.0,10.0,2.0,CS100008,분식
20241,11440720,성산1동,12.0,10.0,2.0,CS100008,분식
20234,11440720,성산1동,11.0,9.0,2.0,CS100008,분식
20242,11440730,성산2동,43.0,33.0,10.0,CS100008,분식
20241,11440730,성산2동,42.0,32.0,10.0,CS100008,분식
20234,11440730,성산2동,42.0,32.0,10.0,CS100008,분식
20242,11440740,상암동,51.0,34.0,17.0,CS100008,분식
20241,11440740,상암동,50.0,34.0,16.0,CS100008,분식
20234,11440740,상암동,48.0,33.0,15.0,CS100008,분식
20242,11440555,아현동,30.0,26.0,4.0,CS100009,호프
20241,11440555,아현동,29.0,25.0,4.0,CS100009,호프
20234,11440555,아현동,29.0,25.0,4.0,CS100009,호프
20242,11440565,공덕동,50.0,49.0,1.0,CS100009,호프
20241,11440565,공덕동,50.0,48.0,2.0,CS100009,호프
20234,11440565,공덕동,50.0,48.0,2.0,CS100009,호프
20242,11440585,도화동,80.0,69.0,11.0,CS100009,호프
20241,11440585,도화동,79.0,68.0,11.0,CS100009,호프
20234,11440585,도화동,79.0,66.0,13.0,CS100009,호프
20242,11440590,용강동,62.0,55.0,7.0,CS100009,호프
20241,11440590,용강동,63.0,55.0,8.0,CS100009,호프
20234,11440590,용강동,61.0,54.0,7.0,CS100009,호프
20242,11440600,대흥동,31.0,27.0,4.0,CS100009,호프
20241,11440600,대흥동,31.0,26.0,5.0,CS100009,호프
20234,11440600,대흥동,31.0,26.0,5.0,CS100009,호프
20242,11440610,염리동,17.0,15.0,2.0,CS100009,호프
20241,11440610,염리동,17.0,15.0,2.0,CS100009,호프
20234,11440610,염리동,16.0,14.0,2.0,CS100009,호프
20242,11440630,신수동,17.0,12.0,5.0,CS100009,호프
20241,11440630,신수동,18.0,12.0,6.0,CS100009,호프
20234,11440630,신수동,17.0,12.0,5.0,CS100009,호프
20242,11440655,서강동,104.0,94.0,10.0,CS100009,호프
20241,11440655,서강동,95.0,85.0,10.0,CS100009,호프
20234,11440655,서강동,91.0,81.0,10.0,CS100009,호프
20242,11440660,서교동,603.0,552.0,51.0,CS100009,호프
20241,11440660,서교동,589.0,542.0,47.0,CS100009,호프
20234,11440660,서교동,571.0,524.0,47.0,CS100009,호프
20242,11440680,합정동,122.0,113.0,9.0,CS100009,호프
20241,11440680,합정동,121.0,112.0,9.0,CS100009,호프
20234,11440680,합정동,122.0,113.0,9.0,CS100009,호프
20242,11440690,망원1동,63.0,61.0,2.0,CS100009,호프
20241,11440690,망원1동,60.0,58.0,2.0,CS100009,호프
20234,11440690,망원1동,58.0,56.0,2.0,CS100009,호프
20242,11440700,망원2동,25.0,22.0,3.0,CS100009,호프
20241,11440700,망원2동,26.0,23.0,3.0,CS100009,호프
20234,11440700,망원2동,26.0,23.0,3.0,CS100009,호프
20242,11440710,연남동,176.0,173.0,3.0,CS100009,호프
20241,11440710,연남동,172.0,169.0,3.0,CS100009,호프
20234,11440710,연남동,162.0,159.0,3.0,CS100009,호프
20242,11440720,성산1동,18.0,15.0,3.0,CS100009,호프
