NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수자,매도자,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지
258,서울특별시 마포구 용강동,일반,1**,토정로31길,제2종일반주거,제2종근린생활,8m미만,406.29,231.00,"266,200",,-,-,201911,10,,1963,-,-,-
259,서울특별시 마포구 용강동,일반,1**,토정로33길,제2종일반주거,제1종근린생활,8m미만,135.54,185.00,"229,000",,-,-,201911,10,,1926,-,-,-
260,서울특별시 마포구 공덕동,집합,4**,만리재로,일반상업,업무,25m이상,45.86, ,"22,500",20,-,-,201911,09,,2002,-,-,-
261,서울특별시 마포구 노고산동,집합,3*,백범로,일반상업,제1종근린생활,25m이상,32.54, ,"12,400",3,-,-,201911,09,,1999,-,-,-
262,서울특별시 마포구 아현동,집합,7**,마포대로,제2종일반주거,제1종근린생활,25m미만,65.20, ,"90,000",1,-,-,201911,07,,2014,-,-,-
263,서울특별시 마포구 도화동,집합,1**,마포대로,일반상업,업무,12m미만,26.13, ,"12,000",,-,-,201911,07,,1987,-,-,-
264,서울특별시 마포구 성산동,집합,5**,월드컵로34길,유통상업,제1종근린생활,12m미만,57.49, ,"57,500",2,-,-,201911,07,,2017,-,-,-
265,서울특별시 마포구 상암동,집합,1***,월드컵로42길,제3종일반주거,제1종근린생활,25m이상,25.05, ,"35,000",1,-,-,201911,06,,2008,-,-,-
266,서울특별시 마포구 창전동,일반,*,와우산로30길,제2종일반주거,제1종근린생활,8m미만,893.33,446.00,"372,400",,-,-,201911,05,,1989,-,-,-
267,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,제1종근린생활,25m미만,33.55, ,"84,000",,-,-,201911,05,,2007,-,-,-
268,서울특별시 마포구 합정동,집합,4**,월드컵로1길,준주거,판매,25m이상,31.88, ,"30,000",,-,-,201911,04,,2015,-,-,-
269,서울특별시 마포구 대흥동,집합,1*,신촌로,일반상업,제2종근린생활,25m이상,29.40, ,"27,000",1,-,-,201911,04,,2014,-,-,-
270,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,118.35, ,"115,000",23,-,-,201911,03,,2010,-,-,-
271,서울특별시 마포구 망원동,일반,5*,월드컵로19길,제2종일반주거,제2종근린생활,8m미만,99.18,62.00,"92,000",,-,-,201911,02,,2013,-,-,-
272,서울특별시 마포구 신공덕동,집합,1**,백범로,일반상업,제1종근린생활,25m이상,54.97, ,"80,000",2,-,-,201910,30,,2011,-,-,-
273,서울특별시 마포구 상수동,일반,3**,토정로,제2종일반주거,제2종근린생활,25m미만,297.28,315.00,"392,500",,-,-,201910,30,,1968,-,-,-
274,서울특별시 마포구 상수동,일반,2**,토정로,제2종일반주거,제2종근린생활,25m미만,212.10,327.00,"407,500",,-,-,201910,30,,1968,-,-,-
275,서울특별시 마포구 신공덕동,집합,1**,백범로,일반상업,제1종근린생활,25m이상,87.59, ,"127,000",2,-,-,201910,30,,2011,-,-,-
276,서울특별시 마포구 마포동,집합,3*,마포대로,준주거,업무,25m이상,29.06, ,"12,450",12,-,-,201910,29,,1986,-,-,-
277,서울특별시 마포구 도화동,일반,3*,새창로,제2종일반주거,제1종근린생활,25m미만,147.57,18.77,"28,932",,-,-,201910,29,지분,1980,-,-,-
278,서울특별시 마포구 성산동,집합,4**,월드컵북로,제3종일반주거,제2종근린생활,25m이상,33.30, ,"3,800",2,-,-,201910,29,지분,1986,-,-,-
279,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,118.35, ,"120,000",21,-,-,201910,29,,2010,-,-,-
280,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,19.60, ,"12,000",11,-,-,201910,28,,1987,-,-,-
281,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,84.78, ,"83,000",5,-,-,201910,26,,2010,-,-,-
282,서울특별시 마포구 도화동,집합,3*,마포대로,일반상업,제2종근린생활,25m이상,14.42, ,"6,000",,-,-,201910,25,,1988,-,-,-
283,서울특별시 마포구 도화동,집합,3*,마포대로,일반상업,제2종근린생활,25m이상,32.64, ,"60,000",,-,-,201910,25,,1988,-,-,-
284,서울특별시 마포구 노고산동,집합,3*,백범로,일반상업,제1종근린생활,25m이상,32.98, ,"10,400",3,-,-,201910,24,,1999,-,-,-
285,서울특별시 마포구 아현동,집합,7**,굴레방로1길,제2종일반주거,제2종근린생활,12m미만,156.45, ,"163,000",,-,-,201910,24,,2016,-,-,-
286,서울특별시 마포구 구수동,집합,4*,토정로,제2종일반주거,제1종근린생활,25m미만,62.49, ,"26,300",2,-,-,201910,21,,1997,-,-,-
287,서울특별시 마포구 도화동,집합,3*,마포대로,일반상업,제1종근린생활,25m이상,11.27, ,"4,850",,-,-,201910,21,,1988,-,-,-
288,서울특별시 마포구 합정동,집합,4**,희우정로1길,제2종일반주거,제2종근린생활,12m미만,13.76, ,"9,000",1,-,-,201910,21,,2008,-,-,-
289,서울특별시 마포구 도화동,집합,3*,마포대로,일반상업,제1종근린생활,25m이상,11.27, ,"4,850",,-,-,201910,21,,1988,-,-,-
290,서울특별시 마포구 망원동,집합,4**,희우정로20길,제2종일반주거,제1종근린생활,12m미만,25.02, ,"20,500",1,-,-,201910,21,,2012,-,-,-
291,서울특별시 마포구 망원동,집합,4**,방울내로,제2종일반주거,제2종근린생활,25m미만,29.39, ,"67,000",,-,-,201910,21,,1975,-,-,-
292,서울특별시 마포구 공덕동,집합,4**,백범로,준주거,제2종근린생활,25m이상,47.84, ,"87,000",,-,-,201910,21,,2018,-,-,-
293,서울특별시 마포구 상암동,집합,1***,월드컵로42길,제3종일반주거,제2종근린생활,25m미만,23.58, ,"14,500",2,-,-,201910,19,,2005,-,-,-
294,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.31, ,"4,700",4,-,-,201910,19,,2006,-,-,-
295,서울특별시 마포구 성산동,일반,9*,월드컵북로15길,제2종일반주거,제2종근린생활,8m미만,213.71,214.20,"159,700",,-,-,201910,17,,1974,-,-,-
296,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,제2종근린생활,25m미만,38.72, ,"11,000",,-,-,201910,17,지분,2007,-,-,-
297,서울특별시 마포구 연남동,집합,4**,성미산로19길,제2종일반주거,제1종근린생활,12m미만,42.65, ,"30,000",1,-,-,201910,16,,2018,-,-,-
298,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,118.35, ,"109,500",21,-,-,201910,16,,2010,-,-,-
299,서울특별시 마포구 서교동,집합,4**,양화로,일반상업,판매,25m이상,32.47, ,"104,500",,-,-,201910,16,,2012,-,-,-
300,서울특별시 마포구 서교동,일반,4**,월드컵북로5가길,제2종일반주거,제2종근린생활,12m미만,710.70,236.00,"400,000",,-,-,201910,15,,1995,-,-,-
301,서울특별시 마포구 창전동,집합,4**,서강로,제2종일반주거,제1종근린생활,25m이상,37.50, ,"27,000",2,-,-,201910,15,,2007,-,-,-
302,서울특별시 마포구 창전동,집합,4**,서강로,제2종일반주거,제1종근린생활,25m이상,53.63, ,"30,000",2,-,-,201910,15,,2007,-,-,-
303,서울특별시 마포구 마포동,집합,3*,마포대로,준주거,업무,25m이상,23.50, ,"10,500",7,-,-,201910,14,,1986,-,-,-
304,서울특별시 마포구 서교동,일반,3**,와우산로29라길,제2종일반주거,제2종근린생활,8m미만,345.53,183.10,"399,000",,-,-,201910,13,,1993,-,-,-
305,서울특별시 마포구 성산동,집합,5**,월드컵로34길,유통상업,제1종근린생활,12m미만,48.61, ,"99,900",1,-,-,201910,12,,2017,-,-,-
306,서울특별시 마포구 공덕동,집합,2**,마포대로6길,준주거,제1종근린생활,12m미만,1513.32, ,"28,800",,-,-,201910,12,지분,1967,-,-,-
307,서울특별시 마포구 동교동,일반,1**,동교로,근린상업,제2종근린생활,12m미만,290.26,288.60,"650,000",,-,-,201910,10,,1969,-,-,-
308,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,118.35, ,"123,000",28,-,-,201910,09,,2010,-,-,-
309,서울특별시 마포구 노고산동,일반,1**,서강로20길,일반상업,제2종근린생활,8m미만,33.06,43.95,"45,000",,-,-,201910,09,지분,,-,-,-
310,서울특별시 마포구 도화동,집합,5**,마포대로,일반상업,제2종근린생활,25m이상,14.77, ,"64,000",1,-,-,201910,09,,2007,-,-,-
311,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,118.35, ,"110,000",15,-,-,201910,09,,2010,-,-,-
312,서울특별시 마포구 서교동,일반,4**,잔다리로,제2종일반주거,제1종근린생활,25m미만,905.81,290.30,"577,500",,-,-,201910,08,,1990,-,-,-
313,서울특별시 마포구 망원동,집합,3**,월드컵로13길,제2종일반주거,제2종근린생활,8m미만,12.61, ,"6,000",1,-,-,201910,08,,2010,-,-,-
314,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,교육연구,25m미만,193.11, ,"92,532",8,-,-,201910,07,,2007,-,-,-
315,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,교육연구,25m미만,164.09, ,"78,626",8,-,-,201910,07,,2007,-,-,-
316,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,교육연구,25m미만,101.04, ,"48,415",8,-,-,201910,07,,2007,-,-,-
317,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,교육연구,25m미만,80.42, ,"38,534",8,-,-,201910,07,,2007,-,-,-
318,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,교육연구,25m미만,100.20, ,"48,012",8,-,-,201910,07,,2007,-,-,-
319,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,교육연구,25m미만,236.64, ,"113,390",8,-,-,201910,07,,2007,-,-,-
320,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,교육연구,25m미만,460.97, ,"220,881",8,-,-,201910,07,,2007,-,-,-
321,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,교육연구,25m미만,240.34, ,"115,163",8,-,-,201910,07,,2007,-,-,-
322,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,교육연구,25m미만,213.21, ,"102,163",8,-,-,201910,07,,2007,-,-,-
323,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,교육연구,25m미만,50.10, ,"24,006",8,-,-,201910,07,,2007,-,-,-
324,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,교육연구,25m미만,50.10, ,"24,006",8,-,-,201910,07,,2007,-,-,-
325,서울특별시 마포구 연남동,집합,4**,성미산로16길,제2종일반주거,제2종근린생활,8m미만,32.10, ,"13,500",1,-,-,201910,04,,2009,-,-,-
326,서울특별시 마포구 도화동,집합,5**,마포대로,일반상업,제2종근린생활,25m이상,8.26, ,"10,000",2,-,-,201910,04,,2006,-,-,-
327,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.41, ,"5,400",9,-,-,201910,04,,2006,-,-,-
328,서울특별시 마포구 상암동,집합,1***,상암산로1길,제3종일반주거,제2종근린생활,12m미만,50.06, ,"67,000",1,-,-,201910,02,,2005,-,-,-
329,서울특별시 마포구 상수동,집합,3**,와우산로7길,제2종일반주거,제2종근린생활,8m미만,23.44, ,"37,000",1,-,-,201910,02,,2008,-,-,-
330,서울특별시 마포구 서교동,집합,3**,잔다리로3안길,제2종일반주거,제2종근린생활,8m미만,64.62, ,"30,000",1,-,-,201910,02,,2003,-,-,-
331,서울특별시 마포구 서교동,집합,2**,성미산로10길,제2종일반주거,제2종근린생활,8m미만,64.75, ,"25,000",2,-,-,201910,02,지분,2017,-,-,-
332,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,22.28, ,"53,000",,-,-,201910,01,,2006,-,-,-
333,서울특별시 마포구 노고산동,일반,1**,서강로20길,일반상업,제1종근린생활,12m미만,793.36,256.20,"370,000",,-,-,201910,01,,1988,-,-,-
334,서울특별시 마포구 마포동,집합,1**,마포대로,준주거,업무,25m이상,44.11, ,"15,400",3,-,-,201909,30,,1987,-,-,-
335,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,23.10, ,"11,600",6,-,-,201909,30,,1987,-,-,-
336,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,업무,25m미만,120.01, ,"27,042",1,-,-,201909,27,,2007,-,-,-
337,서울특별시 마포구 성산동,집합,2**,월드컵로30다길,제2종일반주거,제2종근린생활,8m미만,42.30, ,"20,000",1,-,-,201909,27,,2017,-,-,-
338,서울특별시 마포구 도화동,집합,5**,토정로37길,일반상업,업무,25m미만,45.40, ,"19,000",2,-,-,201909,26,,1983,-,-,-
339,서울특별시 마포구 공덕동,집합,4**,마포대로,일반상업,제2종근린생활,25m이상,186.23, ,"156,000",,-,-,201909,26,,2009,-,-,-
340,서울특별시 마포구 성산동,집합,5**,월드컵로,유통상업,제2종근린생활,25m이상,91.23, ,"81,000",2,-,-,201909,26,,2007,-,-,-
341,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,제1종근린생활,25m미만,34.00, ,"40,500",,-,-,201909,25,,2007,-,-,-
342,서울특별시 마포구 현석동,집합,2**,토정로18길,제3종일반주거,제2종근린생활,25m이상,33.28, ,"55,000",,-,-,201909,25,,2016,-,-,-
343,서울특별시 마포구 망원동,집합,4**,방울내로9안길,제2종일반주거,제1종근린생활,12m미만,43.17, ,"21,000",1,-,-,201909,23,,2018,-,-,-
344,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,8.86, ,"4,300",7,-,-,201909,23,,2006,-,-,-
345,서울특별시 마포구 현석동,집합,2**,토정로18길,제3종일반주거,제1종근린생활,25m이상,32.89, ,"55,000",,-,-,201909,21,,2016,-,-,-
346,서울특별시 마포구 성산동,집합,5**,월드컵로34길,유통상업,제1종근린생활,12m미만,55.15, ,"53,714",2,-,-,201909,20,,2017,-,-,-
347,서울특별시 마포구 성산동,집합,5**,월드컵로34길,유통상업,제1종근린생활,12m미만,50.82, ,"46,980",2,-,-,201909,20,,2017,-,-,-
348,서울특별시 마포구 도화동,집합,5**,큰우물로,일반상업,업무,25m미만,84.71, ,"21,000",,-,-,201909,20,,1984,-,-,-
349,서울특별시 마포구 성산동,집합,5**,월드컵로34길,유통상업,제1종근린생활,12m미만,66.42, ,"57,152",2,-,-,201909,20,,2017,-,-,-
350,서울특별시 마포구 염리동,집합,1**,숭문4길,제2종일반주거,제2종근린생활,12m미만,21.41, ,"16,800",1,-,-,201909,20,,2019,-,-,-
351,서울특별시 마포구 성산동,집합,1**,월드컵북로,제3종일반주거,제1종근린생활,25m이상,174.29, ,"62,000",2,-,-,201909,18,,2007,-,-,-
352,서울특별시 마포구 성산동,집합,1**,월드컵북로,제3종일반주거,제1종근린생활,25m이상,275.54, ,"98,000",2,-,-,201909,18,,2007,-,-,-
353,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,19.60, ,"11,850",6,-,-,201909,16,,,-,-,-
354,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,118.59, ,"125,000",12,-,-,201909,16,,2010,-,-,-
355,서울특별시 마포구 서교동,일반,3**,와우산로27길,제2종일반주거,제1종근린생활,12m미만,937.14,369.90,"850,000",,-,-,201909,11,,2014,-,-,-
356,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,118.59, ,"105,000",3,-,-,201909,10,,2010,-,-,-
357,서울특별시 마포구 염리동,일반,1**,독막로,제2종일반주거,제1종근린생활,25m미만,575.22,290.90,"420,000",,-,-,201909,10,,1978,-,-,-
358,서울특별시 마포구 마포동,집합,1**,마포대로,준주거,업무,25m이상,41.66, ,"16,700",13,-,-,201909,10,,1987,-,-,-
359,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.41, ,"5,980",10,-,-,201909,10,,2006,-,-,-
360,서울특별시 마포구 상수동,일반,8*,와우산로22길,제2종일반주거,제2종근린생활,8m미만,202.89,72.50,"96,250",,-,-,201909,09,지분,1990,-,-,-
361,서울특별시 마포구 아현동,집합,7**,마포대로,제2종일반주거,제1종근린생활,25m미만,46.40, ,"75,000",1,-,-,201909,09,,,-,-,-
362,서울특별시 마포구 동교동,일반,1**,신촌로8길,준주거,제2종근린생활,8m미만,436.24,124.40,"245,160",,-,-,201909,09,,2017,-,-,-
363,서울특별시 마포구 마포동,집합,1**,마포대로,준주거,업무,25m이상,41.66, ,"15,500",17,-,-,201909,09,,1987,-,-,-
364,서울특별시 마포구 노고산동,집합,*,백범로1길,제2종일반주거,제2종근린생활,12m미만,26.48, ,"24,000",1,-,-,201909,07,,2010,-,-,-
365,서울특별시 마포구 망원동,집합,4**,월드컵로29길,제2종일반주거,제1종근린생활,12m미만,47.05, ,"46,500",1,-,-,201909,07,,2019,-,-,-
366,서울특별시 마포구 염리동,집합,1**,숭문4길,제2종일반주거,제2종근린생활,12m미만,21.41, ,"16,800",1,-,-,201909,07,,2019,-,-,-
367,서울특별시 마포구 아현동,일반,2**,굴레방로,준주거,제1종근린생활,25m미만,682.94,175.50,"457,006",,-,-,201909,05,,1976,-,-,-
368,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,19.60, ,"11,700",6,-,-,201909,03,,1987,-,-,-
369,서울특별시 마포구 동교동,일반,2**,동교로27길,제3종일반주거,제2종근린생활,8m미만,929.35,330.20,"575,000",,-,-,201909,03,,2010,-,-,-
370,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,19.60, ,"4,000",,-,-,201909,02,지분,1987,-,-,-
371,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,제1종근린생활,25m미만,127.65, ,"113,500",2,-,-,201909,01,,2007,-,-,-
372,서울특별시 마포구 마포동,집합,3**,마포대로4다길,준주거,제1종근린생활,25m미만,40.92, ,"17,188",,-,-,201908,30,,1992,-,-,-
373,서울특별시 마포구 아현동,집합,7**,환일길,제2종일반주거,제1종근린생활,12m미만,62.52, ,"43,000",,-,-,201908,30,,1988,-,-,-
374,서울특별시 마포구 서교동,집합,2**,성미산로10길,제2종일반주거,제2종근린생활,8m미만,58.28, ,"35,800",2,-,-,201908,30,,2017,-,-,-
375,서울특별시 마포구 상암동,집합,1***,월드컵로,제3종일반주거,제2종근린생활,25m이상,28.86, ,"20,000",2,-,-,201908,30,,2003,-,-,-
376,서울특별시 마포구 마포동,집합,3**,마포대로4다길,준주거,제1종근린생활,25m미만,18.60, ,"7,813",,-,-,201908,30,,1992,-,-,-
377,서울특별시 마포구 도화동,집합,1**,마포대로,일반상업,업무,12m미만,37.62, ,"17,200",,-,-,201908,29,,1987,-,-,-
378,서울특별시 마포구 공덕동,일반,1**,만리재로,일반상업,제2종근린생활,25m이상,47.15,54.00,"131,000",,-,-,201908,27,,1983,-,-,-
379,서울특별시 마포구 공덕동,일반,1**,만리재로,일반상업,제1종근린생활,25m이상,29.93,36.00,"85,000",,-,-,201908,27,,1983,-,-,-
380,서울특별시 마포구 노고산동,집합,*,백범로1길,제2종일반주거,제2종근린생활,12m미만,26.73, ,"24,000",2,-,-,201908,26,,2010,-,-,-
381,서울특별시 마포구 연남동,집합,2**,동교로50길,제2종일반주거,제2종근린생활,8m미만,63.13, ,"28,000",2,-,-,201908,24,,2012,-,-,-
382,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,118.59, ,"111,000",15,-,-,201908,23,,2010,-,-,-
383,서울특별시 마포구 아현동,일반,6**,마포대로,준주거,제1종근린생활,25m이상,248.40,65.20,"181,600",,-,-,201908,23,,1969,-,-,-
384,서울특별시 마포구 아현동,일반,6**,마포대로,준주거,제1종근린생활,25m이상,138.84,43.70,"115,400",,-,-,201908,23,,1969,-,-,-
385,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,업무,25m미만,26.96, ,"38,000",,-,-,201908,23,,2007,-,-,-
386,서울특별시 마포구 공덕동,집합,4**,백범로,준주거,제2종근린생활,25m이상,35.75, ,"100,000",,-,-,201908,23,,2015,-,-,-
387,서울특별시 마포구 성산동,집합,2**,성미산로,제2종일반주거,업무,25m미만,18.00, ,"9,600",6,-,-,201908,23,,2002,-,-,-
388,서울특별시 마포구 서교동,집합,4**,홍익로,제3종일반주거,제2종근린생활,25m미만,34.94, ,"28,500",,-,-,201908,20,,2004,-,-,-
389,서울특별시 마포구 서교동,일반,4**,잔다리로,제2종일반주거,제1종근린생활,25m미만,196.65,236.00,"312,000",,-,-,201908,19,,1969,-,-,-
390,서울특별시 마포구 망원동,집합,4**,월드컵로29길,제2종일반주거,제2종근린생활,8m미만,85.23, ,"26,700",1,-,-,201908,15,,2003,-,-,-
391,서울특별시 마포구 아현동,집합,7**,굴레방로1길,제2종일반주거,제2종근린생활,12m미만,97.02, ,"72,300",,-,-,201908,13,,2016,-,-,-
392,서울특별시 마포구 아현동,집합,7**,굴레방로1길,제2종일반주거,제2종근린생활,12m미만,97.02, ,"72,300",,-,-,201908,13,,2016,-,-,-
393,서울특별시 마포구 아현동,일반,3**,신촌로,준주거,제1종근린생활,25m이상,145.25,48.80,"105,000",,-,-,201908,13,,1992,-,-,-
394,서울특별시 마포구 서교동,일반,3**,잔다리로,제2종일반주거,제2종근린생활,25m미만,1425.62,392.00,"1,150,000",,-,-,201908,12,,1999,-,-,-
395,서울특별시 마포구 염리동,일반,1**,,제3종일반주거,제2종근린생활,8m미만,30.81,66.00,"85,000",,-,-,201908,12,,,-,-,-
396,서울특별시 마포구 염리동,일반,1**,토정로37길,제2종일반주거,제2종근린생활,25m미만,914.98,353.10,"521,500",,-,-,201908,09,,1978,-,-,-
397,서울특별시 마포구 도화동,집합,5**,토정로37길,일반상업,제2종근린생활,25m미만,72.67, ,"20,500",,-,-,201908,09,,1983,-,-,-
398,서울특별시 마포구 도화동,집합,5**,마포대로,일반상업,제2종근린생활,25m이상,115.70, ,"108,500",,-,-,201908,09,,2007,-,-,-
399,서울특별시 마포구 마포동,집합,1**,마포대로,준주거,업무,25m이상,41.66, ,"17,000",15,-,-,201908,08,,1987,-,-,-
400,서울특별시 마포구 상암동,집합,1***,상암산로1길,제3종일반주거,제2종근린생활,12m미만,186.96, ,"80,200",2,-,-,201908,07,,2005,-,-,-
401,서울특별시 마포구 서교동,일반,4**,동교로12안길,제2종일반주거,제2종근린생활,8m미만,554.90,214.50,"444,000",,-,-,201908,05,,2017,-,-,-
402,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,828.54, ,"795,670",,-,-,201908,02,,1995,-,-,-
403,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,828.54, ,"795,670",,-,-,201908,02,,1995,-,-,-
404,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,828.54, ,"803,150",,-,-,201908,02,,1995,-,-,-
405,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,828.54, ,"795,670",,-,-,201908,02,,1995,-,-,-
406,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,435.40, ,"425,060",,-,-,201908,02,,1995,-,-,-
407,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,828.54, ,"795,670",,-,-,201908,02,,1995,-,-,-
408,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,제2종근린생활,25m이상,428.17, ,"444,710",,-,-,201908,02,,1995,-,-,-
409,서울특별시 마포구 공덕동,집합,2**,마포대로6길,준주거,판매,12m미만,1706.78, ,"18,000",,-,-,201908,02,지분,,-,-,-
410,서울특별시 마포구 공덕동,집합,2**,마포대로6길,준주거,판매,12m미만,1706.78, ,"18,000",,-,-,201908,02,지분,,-,-,-
411,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,제1종근린생활,25m이상,1330.79, ,"1,363,235",,-,-,201908,02,,1995,-,-,-
412,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,853.16, ,"827,000",,-,-,201908,02,,1995,-,-,-
413,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,773.72, ,"743,020",,-,-,201908,02,,1995,-,-,-
414,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,828.54, ,"795,670",,-,-,201908,02,,1995,-,-,-
415,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,828.54, ,"795,670",,-,-,201908,02,,1995,-,-,-
416,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,828.54, ,"795,670",,-,-,201908,02,,1995,-,-,-
417,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,828.54, ,"795,670",,-,-,201908,02,,1995,-,-,-
418,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,828.54, ,"795,670",,-,-,201908,02,,1995,-,-,-
419,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,828.54, ,"795,670",,-,-,201908,02,,1995,-,-,-
420,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,828.54, ,"795,670",,-,-,201908,02,,1995,-,-,-
421,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,786.99, ,"755,530",,-,-,201908,02,,1995,-,-,-
422,서울특별시 마포구 공덕동,집합,2**,마포대로,준주거,업무,25m이상,828.54, ,"795,670",,-,-,201908,02,,1995,-,-,-
423,서울특별시 마포구 마포동,집합,1**,마포대로,준주거,업무,25m이상,44.11, ,"16,000",7,-,-,201908,01,,1987,-,-,-
424,서울특별시 마포구 서교동,일반,3**,동교로22길,제3종일반주거,제2종근린생활,8m미만,122.65,97.90,"126,000",,-,-,201907,31,,1977,-,-,-
425,서울특별시 마포구 공덕동,집합,4**,백범로,일반상업,제1종근린생활,25m이상,39.36, ,"55,000",2,-,-,201907,30,,2004,-,-,-
426,서울특별시 마포구 상암동,집합,1***,상암산로1길,제3종일반주거,제1종근린생활,25m이상,68.59, ,"42,000",2,-,-,201907,30,,2005,-,-,-
427,서울특별시 마포구 공덕동,집합,4**,백범로,일반상업,제1종근린생활,25m이상,46.50, ,"65,000",2,-,-,201907,30,,2004,-,-,-
428,서울특별시 마포구 상암동,일반,1***,상암산로,일반상업,업무,25m이상,49545.75,3937.20,"16,900,000",,-,-,201907,29,,2013,-,-,-
429,서울특별시 마포구 성산동,집합,1**,월드컵북로,제2종일반주거,제2종근린생활,25m이상,73.58, ,"32,500",4,-,-,201907,29,,1986,-,-,-
430,서울특별시 마포구 노고산동,집합,5*,서강로,일반상업,숙박,25m이상,52.10, ,"31,300",12,-,-,201907,29,,2006,-,-,-
431,서울특별시 마포구 현석동,집합,2**,토정로18길,제3종일반주거,판매,25m이상,34.12, ,"44,000",1,-,-,201907,29,,2016,-,-,-
432,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,제2종근린생활,25m미만,31.40, ,"70,800",1,-,-,201907,29,,2007,-,-,-
433,서울특별시 마포구 서교동,집합,4**,양화로,일반상업,판매,25m이상,48.26, ,"132,000",,-,-,201907,27,,2012,-,-,-
434,서울특별시 마포구 상수동,집합,1**,독막로,제3종일반주거,제2종근린생활,25m이상,527.79, ,"379,964",,-,-,201907,26,,2003,-,-,-
435,서울특별시 마포구 상수동,집합,1**,독막로,제3종일반주거,업무,25m이상,1211.58, ,"799,609",,-,-,201907,26,,2003,-,-,-
436,서울특별시 마포구 상수동,집합,1**,독막로,제3종일반주거,업무,25m이상,168.88, ,"87,654",,-,-,201907,26,,2003,-,-,-
