keyword,period,ratio
청구동 카페,2021-07-01,0.01808
청구동 카페,2024-01-01,0.01808
청담동 맛집,2019-01-01,89.64182
청담동 맛집,2019-02-01,67.80752
청담동 맛집,2019-03-01,82.55426
청담동 맛집,2019-04-01,92.97033
청담동 맛집,2019-05-01,85.49565
청담동 맛집,2019-06-01,73.84225
청담동 맛집,2019-07-01,78.39725
청담동 맛집,2019-08-01,82.13458
청담동 맛집,2019-09-01,67.42764
청담동 맛집,2019-10-01,85.86107
청담동 맛집,2019-11-01,90.14109
청담동 맛집,2019-12-01,100
청담동 맛집,2020-01-01,76.21924
청담동 맛집,2020-02-01,71.03835
청담동 맛집,2020-03-01,64.9602
청담동 맛집,2020-04-01,73.84587
청담동 맛집,2020-05-01,74.88422
청담동 맛집,2020-06-01,71.33502
청담동 맛집,2020-07-01,84.80463
청담동 맛집,2020-08-01,73.90738
청담동 맛집,2020-09-01,53.6505
청담동 맛집,2020-10-01,69.70332
청담동 맛집,2020-11-01,66.58827
청담동 맛집,2020-12-01,43.39001
청담동 맛집,2021-01-01,55.63314
청담동 맛집,2021-02-01,65.76338
청담동 맛집,2021-03-01,75.69826
청담동 맛집,2021-04-01,67.84008
청담동 맛집,2021-05-01,74.14616
청담동 맛집,2021-06-01,77.74963
청담동 맛집,2021-07-01,60.48118
청담동 맛집,2021-08-01,63.64688
청담동 맛집,2021-09-01,62.00795
청담동 맛집,2021-10-01,77.14182
청담동 맛집,2021-11-01,82.29015
청담동 맛집,2021-12-01,73.76628
청담동 맛집,2022-01-01,63.57814
청담동 맛집,2022-02-01,55.92619
청담동 맛집,2022-03-01,62.06584
청담동 맛집,2022-04-01,70.07235
청담동 맛집,2022-05-01,77.21056
청담동 맛집,2022-06-01,73.57091
청담동 맛집,2022-07-01,80.23878
청담동 맛집,2022-08-01,75.98769
청담동 맛집,2022-09-01,62.01519
청담동 맛집,2022-10-01,65.53183
청담동 맛집,2022-11-01,64.47901
청담동 맛집,2022-12-01,71.6534
청담동 맛집,2023-01-01,71.0094
청담동 맛집,2023-02-01,61.7149
청담동 맛집,2023-03-01,53.69392
청담동 맛집,2023-04-01,50.96237
청담동 맛집,2023-05-01,53.0861
청담동 맛집,2023-06-01,49.72503
청담동 맛집,2023-07-01,48.42981
청담동 맛집,2023-08-01,44.71418
청담동 맛집,2023-09-01,43.47684
청담동 맛집,2023-10-01,41.1903
청담동 맛집,2023-11-01,45.18813
청담동 맛집,2023-12-01,41.86324
청담동 맛집,2024-01-01,38.95803
청담동 맛집,2024-02-01,34.65629
청담동 맛집,2024-03-01,41.28798
청담동 맛집,2024-04-01,35.24602
청담동 맛집,2024-05-01,35.47395
청담동 맛집,2024-06-01,36.86324
청담동 맛집,2024-07-01,37.69898
청담동 맛집,2024-08-01,41.09623
청담동 맛집,2024-09-01,33.16931
청담동 맛집,2024-10-01,33.18379
청담동 맛집,2024-11-01,30.57163
청담동 맛집,2024-12-01,31.92474
청담동 카페,2019-01-01,18.44066
청담동 카페,2019-02-01,17.46743
청담동 카페,2019-03-01,16.95007
청담동 카페,2019-04-01,12.8039
청담동 카페,2019-05-01,14.45007
청담동 카페,2019-06-01,16.19753
청담동 카페,2019-07-01,17.93053
청담동 카페,2019-08-01,19.4356
청담동 카페,2019-09-01,12.62301
청담동 카페,2019-10-01,16.01302
청담동 카페,2019-11-01,20.83574
청담동 카페,2019-12-01,23.04269
청담동 카페,2020-01-01,18.12228
청담동 카페,2020-02-01,16.18306
청담동 카페,2020-03-01,17.46743
청담동 카페,2020-04-01,18.08972
청담동 카페,2020-05-01,19.38494
청담동 카페,2020-06-01,16.97178
청담동 카페,2020-07-01,18.11866
청담동 카페,2020-08-01,16.30607
청담동 카페,2020-09-01,20.55354
청담동 카페,2020-10-01,24.09913
청담동 카페,2020-11-01,22.63024
청담동 카페,2020-12-01,13.88567
청담동 카페,2021-01-01,16.78726
청담동 카페,2021-02-01,16.05282
청담동 카페,2021-03-01,17.67727
청담동 카페,2021-04-01,16.17945
청담동 카페,2021-05-01,18.39001
청담동 카페,2021-06-01,18.63603
청담동 카페,2021-07-01,16.3712
청담동 카페,2021-08-01,19.81186
청담동 카페,2021-09-01,17.7424
청담동 카페,2021-10-01,21.02026
청담동 카페,2021-11-01,20.36179
청담동 카페,2021-12-01,19.94573
청담동 카페,2022-01-01,17.89435
청담동 카페,2022-02-01,15.50289
청담동 카페,2022-03-01,17.30463
청담동 카페,2022-04-01,17.9052
청담동 카페,2022-05-01,19.14978
청담동 카페,2022-06-01,18.59261
청담동 카페,2022-07-01,19.49348
청담동 카페,2022-08-01,17.87626
청담동 카페,2022-09-01,15.31837
청담동 카페,2022-10-01,17.50723
청담동 카페,2022-11-01,15.2026
청담동 카페,2022-12-01,19.16063
청담동 카페,2023-01-01,15.33646
청담동 카페,2023-02-01,14.42474
청담동 카페,2023-03-01,13.94356
청담동 카페,2023-04-01,12.53979
청담동 카페,2023-05-01,12.91968
청담동 카페,2023-06-01,11.51953
청담동 카페,2023-07-01,12.69175
청담동 카페,2023-08-01,10.95875
청담동 카페,2023-09-01,9.86251
청담동 카페,2023-10-01,8.11505
청담동 카페,2023-11-01,7.86903
청담동 카페,2023-12-01,9.43198
청담동 카페,2024-01-01,9.05571
청담동 카페,2024-02-01,7.81837
청담동 카페,2024-03-01,7.89073
청담동 카페,2024-04-01,7.26483
청담동 카페,2024-05-01,7.95947
청담동 카페,2024-06-01,8.17655
청담동 카페,2024-07-01,8.31403
청담동 카페,2024-08-01,8.88205
청담동 카페,2024-09-01,6.87047
청담동 카페,2024-10-01,6.76917
청담동 카페,2024-11-01,6.28437
청담동 카페,2024-12-01,7.18885
청량리동 맛집,2019-03-01,0.05065
청량리동 맛집,2019-04-01,0.0217
청량리동 맛집,2019-11-01,0.03979
청량리동 맛집,2020-04-01,0.0217
청량리동 맛집,2020-05-01,0.01808
청량리동 맛집,2020-06-01,0.05065
청량리동 맛집,2020-08-01,0.03617
청량리동 맛집,2020-09-01,0.05065
청량리동 맛집,2020-10-01,0.0217
청량리동 맛집,2020-11-01,0.03617
청량리동 맛집,2021-03-01,0.01808
청량리동 맛집,2021-04-01,0.04341
청량리동 맛집,2021-07-01,0.01808
청량리동 맛집,2021-08-01,0.01808
청량리동 맛집,2021-09-01,0.0217
청량리동 맛집,2021-10-01,0.01808
청량리동 맛집,2021-11-01,0.03979
청량리동 맛집,2022-02-01,0.03979
청량리동 맛집,2022-04-01,0.02532
청량리동 맛집,2022-05-01,0.03979
청량리동 맛집,2022-06-01,0.06512
청량리동 맛집,2022-07-01,0.03979
청량리동 맛집,2022-09-01,0.02532
청량리동 맛집,2022-10-01,0.11215
청량리동 맛집,2022-11-01,0.0615
청량리동 맛집,2022-12-01,0.05788
청량리동 맛집,2023-01-01,0.01808
청량리동 맛집,2023-02-01,0.13386
청량리동 맛집,2023-03-01,0.03617
청량리동 맛집,2023-04-01,0.01808
청량리동 맛집,2023-05-01,0.04703
청량리동 맛집,2023-08-01,0.02532
청량리동 맛집,2023-10-01,0.02532
청량리동 맛집,2024-01-01,0.05426
청량리동 맛집,2024-03-01,0.0217
청량리동 맛집,2024-05-01,0.03617
청량리동 맛집,2024-07-01,0.0217
청량리동 맛집,2024-08-01,0.03979
청량리동 맛집,2024-09-01,0.01808
청량리동 맛집,2024-11-01,0.0217
청량리동 카페,2021-01-01,0.61881
청량리동 카페,2023-03-01,0.61881
청룡동 맛집,2019-01-01,45.54455
청룡동 맛집,2019-02-01,32.5495
청룡동 맛집,2019-03-01,35.64356
청룡동 맛집,2019-04-01,35.02475
청룡동 맛집,2019-05-01,33.16831
청룡동 맛집,2019-06-01,24.38118
청룡동 맛집,2019-07-01,36.01485
청룡동 맛집,2019-08-01,43.68811
청룡동 맛집,2019-09-01,36.63366
청룡동 맛집,2019-10-01,48.88613
청룡동 맛집,2019-11-01,57.17821
청룡동 맛집,2019-12-01,69.92574
청룡동 맛집,2020-01-01,63.73762
청룡동 맛집,2020-02-01,42.0792
청룡동 맛집,2020-03-01,38.36633
청룡동 맛집,2020-04-01,56.06435
청룡동 맛집,2020-05-01,78.96039
청룡동 맛집,2020-06-01,67.57425
청룡동 맛집,2020-07-01,71.16336
청룡동 맛집,2020-08-01,60.5198
청룡동 맛집,2020-09-01,51.23762
청룡동 맛집,2020-10-01,57.5495
청룡동 맛집,2020-11-01,49.87623
청룡동 맛집,2020-12-01,29.95049
청룡동 맛집,2021-01-01,41.46039
청룡동 맛집,2021-02-01,41.83168
청룡동 맛집,2021-03-01,61.63366
청룡동 맛집,2021-04-01,50.49504
청룡동 맛집,2021-05-01,65.84158
청룡동 맛집,2021-06-01,64.85148
청룡동 맛집,2021-07-01,68.68811
청룡동 맛집,2021-08-01,69.18316
청룡동 맛집,2021-09-01,69.43069
청룡동 맛집,2021-10-01,75.49504
청룡동 맛집,2021-11-01,69.80198
청룡동 맛집,2021-12-01,77.72277
청룡동 맛집,2022-01-01,61.13861
청룡동 맛집,2022-02-01,46.78217
청룡동 맛집,2022-03-01,64.85148
청룡동 맛집,2022-04-01,79.5792
청룡동 맛집,2022-05-01,100
청룡동 맛집,2022-06-01,89.97524
청룡동 맛집,2022-07-01,94.80198
청룡동 맛집,2022-08-01,79.82673
청룡동 맛집,2022-09-01,78.21782
청룡동 맛집,2022-10-01,85.14851
청룡동 맛집,2022-11-01,81.31188
청룡동 맛집,2022-12-01,80.19801
청룡동 맛집,2023-01-01,75.99009
청룡동 맛집,2023-02-01,69.55445
청룡동 맛집,2023-03-01,71.53465
청룡동 맛집,2023-04-01,94.55445
청룡동 맛집,2023-05-01,98.26732
청룡동 맛집,2023-06-01,70.79207
청룡동 맛집,2023-07-01,79.70297
청룡동 맛집,2023-08-01,77.72277
청룡동 맛집,2023-09-01,65.71782
청룡동 맛집,2023-10-01,72.77227
청룡동 맛집,2023-11-01,60.89108
청룡동 맛집,2023-12-01,74.75247
청룡동 맛집,2024-01-01,69.67821
청룡동 맛집,2024-02-01,62.99504
청룡동 맛집,2024-03-01,68.93564
청룡동 맛집,2024-04-01,63.86138
청룡동 맛집,2024-05-01,76.60891
청룡동 맛집,2024-06-01,75.99009
청룡동 맛집,2024-07-01,73.88613
청룡동 맛집,2024-08-01,76.23762
청룡동 맛집,2024-09-01,81.06435
청룡동 맛집,2024-10-01,70.54455
청룡동 맛집,2024-11-01,64.85148
청룡동 맛집,2024-12-01,70.91584
청룡동 카페,2019-02-01,1.48514
청룡동 카페,2019-03-01,2.599
청룡동 카페,2019-05-01,0.61881
청룡동 카페,2019-07-01,2.10396
청룡동 카페,2019-08-01,3.83663
청룡동 카페,2019-09-01,0.61881
청룡동 카페,2019-10-01,3.09405
청룡동 카페,2019-11-01,2.599
청룡동 카페,2019-12-01,3.5891
청룡동 카페,2020-01-01,2.35148
청룡동 카페,2020-02-01,5.07425
청룡동 카페,2020-03-01,1.23762
청룡동 카페,2020-04-01,3.46534
청룡동 카페,2020-05-01,4.20792
청룡동 카페,2020-06-01,10.02475
청룡동 카페,2020-07-01,6.06435
청룡동 카페,2020-08-01,5.94059
청룡동 카페,2020-09-01,3.46534
청룡동 카페,2020-10-01,8.41584
청룡동 카페,2020-11-01,5.07425
청룡동 카페,2021-01-01,1.36138
청룡동 카페,2021-02-01,3.96039
청룡동 카페,2021-03-01,4.08415
청룡동 카페,2021-04-01,8.78712
청룡동 카페,2021-05-01,10.27227
청룡동 카페,2021-06-01,6.43564
청룡동 카페,2021-07-01,10.14851
청룡동 카페,2021-08-01,7.05445
청룡동 카페,2021-09-01,13.49009
청룡동 카페,2021-10-01,10.76732
청룡동 카페,2021-11-01,6.31188
청룡동 카페,2021-12-01,6.5594
청룡동 카페,2022-01-01,7.5495
청룡동 카페,2022-02-01,2.599
청룡동 카페,2022-03-01,9.03465
청룡동 카페,2022-04-01,12.5
청룡동 카페,2022-05-01,10.89108
청룡동 카페,2022-06-01,8.78712
청룡동 카페,2022-07-01,11.26237
청룡동 카페,2022-08-01,15.22277
청룡동 카페,2022-09-01,14.35643
청룡동 카페,2022-10-01,17.0792
청룡동 카페,2022-11-01,18.68811
청룡동 카페,2022-12-01,15.099
청룡동 카페,2023-01-01,17.20297
청룡동 카페,2023-02-01,10.5198
청룡동 카페,2023-03-01,23.63861
청룡동 카페,2023-04-01,20.29702
청룡동 카페,2023-05-01,21.65841
청룡동 카페,2023-06-01,14.97524
청룡동 카페,2023-07-01,10.27227
청룡동 카페,2023-08-01,11.75742
청룡동 카페,2023-09-01,8.91089
청룡동 카페,2023-10-01,8.41584
청룡동 카페,2023-11-01,9.77722
청룡동 카페,2023-12-01,7.5495
청룡동 카페,2024-01-01,6.18811
청룡동 카페,2024-02-01,11.38613
청룡동 카페,2024-03-01,8.5396
청룡동 카페,2024-04-01,7.92079
청룡동 카페,2024-05-01,8.5396
청룡동 카페,2024-06-01,3.21782
청룡동 카페,2024-07-01,6.68316
청룡동 카페,2024-08-01,5.5693
청룡동 카페,2024-09-01,6.06435
청룡동 카페,2024-10-01,8.91089
청룡동 카페,2024-11-01,8.91089
청룡동 카페,2024-12-01,5.44554
청림동 맛집,2019-01-01,6.06435
청림동 맛집,2019-02-01,5.19801
청림동 맛집,2019-03-01,3.96039
청림동 맛집,2019-04-01,8.66336
청림동 맛집,2019-05-01,3.46534
청림동 맛집,2019-06-01,4.70297
청림동 맛집,2019-07-01,4.5792
청림동 맛집,2019-08-01,5.81683
청림동 맛집,2019-09-01,6.43564
청림동 맛집,2019-10-01,9.28217
청림동 맛집,2019-11-01,9.28217
청림동 맛집,2019-12-01,9.28217
청림동 맛집,2020-01-01,8.91089
청림동 맛집,2020-02-01,5.5693
청림동 맛집,2020-03-01,2.47524
청림동 맛집,2020-04-01,5.07425
청림동 맛집,2020-05-01,13.24257
청림동 맛집,2020-06-01,9.5297
청림동 맛집,2020-07-01,9.40594
청림동 맛집,2020-08-01,10.39603
청림동 맛집,2020-09-01,9.03465
청림동 맛집,2020-10-01,6.18811
청림동 맛집,2020-11-01,8.29207
청림동 맛집,2020-12-01,2.47524
청림동 맛집,2021-01-01,9.15841
청림동 맛집,2021-02-01,7.05445
청림동 맛집,2021-03-01,11.13861
청림동 맛집,2021-04-01,7.79702
청림동 맛집,2021-05-01,12.37623
청림동 맛집,2021-06-01,12.62376
청림동 맛집,2021-07-01,11.38613
청림동 맛집,2021-08-01,4.95049
청림동 맛집,2021-09-01,11.38613
청림동 맛집,2021-10-01,13.49009
청림동 맛집,2021-11-01,13.49009
청림동 맛집,2021-12-01,5.81683
청림동 맛집,2022-01-01,7.30198
청림동 맛집,2022-02-01,5.94059
청림동 맛집,2022-03-01,9.03465
청림동 맛집,2022-04-01,16.46039
청림동 맛집,2022-05-01,19.55445
청림동 맛집,2022-06-01,25.61881
청림동 맛집,2022-07-01,18.56435
청림동 맛집,2022-08-01,14.48019
청림동 맛집,2022-09-01,11.26237
청림동 맛집,2022-10-01,24.75247
청림동 맛집,2022-11-01,20.54455
청림동 맛집,2022-12-01,21.0396
청림동 맛집,2023-01-01,23.14356
청림동 맛집,2023-02-01,24.87623
청림동 맛집,2023-03-01,16.0891
청림동 맛집,2023-04-01,22.77227
청림동 맛집,2023-05-01,25.86633
청림동 맛집,2023-06-01,19.43069
청림동 맛집,2023-07-01,17.0792
청림동 맛집,2023-08-01,17.0792
청림동 맛집,2023-09-01,16.70792
청림동 맛집,2023-10-01,11.63366
청림동 맛집,2023-11-01,8.5396
청림동 맛집,2023-12-01,20.79207
청림동 맛집,2024-01-01,17.94554
청림동 맛집,2024-02-01,13.73762
청림동 맛집,2024-03-01,19.80198
청림동 맛집,2024-04-01,16.70792
청림동 맛집,2024-05-01,17.45049
청림동 맛집,2024-06-01,13.11881
청림동 맛집,2024-07-01,11.63366
청림동 맛집,2024-08-01,17.45049
청림동 맛집,2024-09-01,9.28217
청림동 맛집,2024-10-01,14.60396
청림동 맛집,2024-11-01,12.99504
청림동 맛집,2024-12-01,13.73762
청림동 카페,2019-02-01,0.61881
청림동 카페,2020-05-01,0.61881
청림동 카페,2020-09-01,0.61881
청림동 카페,2020-10-01,0.86633
청림동 카페,2020-11-01,1.23762
청림동 카페,2021-03-01,0.61881
청림동 카페,2021-06-01,0.61881
청림동 카페,2021-07-01,0.74257
청림동 카페,2021-09-01,1.23762
청림동 카페,2021-10-01,0.86633
청림동 카페,2021-11-01,1.23762
청림동 카페,2021-12-01,0.61881
청림동 카페,2022-01-01,0.61881
청림동 카페,2022-02-01,0.61881
청림동 카페,2022-04-01,1.73267
청림동 카페,2022-05-01,0.74257
청림동 카페,2022-06-01,1.23762
청림동 카페,2022-07-01,0.86633
청림동 카페,2022-08-01,0.61881
청림동 카페,2022-09-01,1.85643
청림동 카페,2022-11-01,1.85643
청림동 카페,2023-01-01,0.61881
청림동 카페,2023-02-01,0.61881
청림동 카페,2023-03-01,0.86633
청림동 카페,2023-04-01,0.61881
청림동 카페,2023-06-01,0.61881
청림동 카페,2023-07-01,7.42574
청림동 카페,2023-08-01,1.48514
청림동 카페,2023-09-01,1.36138
청림동 카페,2023-11-01,1.23762
청림동 카페,2023-12-01,0.61881
청림동 카페,2024-07-01,0.61881
청운효자동 맛집,2019-04-01,0.20668
청운효자동 맛집,2019-06-01,0.27557
청운효자동 맛집,2019-07-01,0.20668
청운효자동 맛집,2019-08-01,0.55115
청운효자동 맛집,2019-09-01,0.41336
청운효자동 맛집,2019-10-01,0.44781
청운효자동 맛집,2019-12-01,0.17223
청운효자동 맛집,2020-02-01,0.17223
청운효자동 맛집,2020-04-01,0.17223
청운효자동 맛집,2020-05-01,0.68894
청운효자동 맛집,2020-06-01,0.41336
청운효자동 맛집,2020-07-01,0.37891
청운효자동 맛집,2020-08-01,0.24112
청운효자동 맛집,2020-09-01,0.72338
청운효자동 맛집,2020-10-01,0.99896
청운효자동 맛집,2020-11-01,1.20564
청운효자동 맛집,2021-02-01,0.72338
청운효자동 맛집,2021-03-01,0.72338
청운효자동 맛집,2021-04-01,0.93007
청운효자동 맛집,2021-05-01,1.34343
청운효자동 맛집,2021-06-01,0.79228
청운효자동 맛집,2021-07-01,0.20668
청운효자동 맛집,2021-08-01,0.86117
청운효자동 맛집,2021-09-01,2.03238
청운효자동 맛집,2021-10-01,1.65346
청운효자동 맛집,2021-11-01,2.41129
청운효자동 맛집,2021-12-01,0.55115
청운효자동 맛집,2022-01-01,0.37891
청운효자동 맛집,2022-02-01,0.89562
청운효자동 맛집,2022-03-01,1.30899
청운효자동 맛집,2022-04-01,0.82673
청운효자동 맛집,2022-05-01,13.39993
청운효자동 맛집,2022-06-01,10.05856
청운효자동 맛집,2022-07-01,2.89355
청운효자동 맛집,2022-08-01,3.20358
청운효자동 맛집,2022-09-01,4.7537
청운효자동 맛집,2022-10-01,10.60971
청운효자동 맛집,2022-11-01,4.06476
청운효자동 맛집,2022-12-01,1.37788
청운효자동 맛집,2023-01-01,1.44677
청운효자동 맛집,2023-02-01,0.79228
청운효자동 맛집,2023-03-01,1.96348
청운효자동 맛집,2023-04-01,2.82466
청운효자동 맛집,2023-05-01,4.37478
청운효자동 맛집,2023-06-01,2.27351
청운효자동 맛집,2023-08-01,0.20668
청운효자동 맛집,2023-09-01,0.48225
청운효자동 맛집,2023-10-01,0.48225
청운효자동 맛집,2023-12-01,0.37891
청운효자동 맛집,2024-02-01,0.68894
청운효자동 맛집,2024-03-01,0.44781
청운효자동 맛집,2024-04-01,0.24112
청운효자동 맛집,2024-05-01,2.30795
청운효자동 맛집,2024-06-01,0.17223
청운효자동 맛집,2024-07-01,0.62004
청운효자동 맛집,2024-08-01,0.5167
청운효자동 맛집,2024-09-01,0.41336
청운효자동 맛집,2024-10-01,0.37891
청운효자동 카페,2020-04-01,0.17223
청운효자동 카페,2020-05-01,0.17223
청운효자동 카페,2020-09-01,0.31002
청운효자동 카페,2021-01-01,0.20668
청운효자동 카페,2021-02-01,0.17223
청운효자동 카페,2021-04-01,0.24112
청운효자동 카페,2021-06-01,0.24112
청운효자동 카페,2021-07-01,0.24112
청운효자동 카페,2021-10-01,0.24112
청운효자동 카페,2022-01-01,0.17223
청운효자동 카페,2022-04-01,0.17223
청운효자동 카페,2022-06-01,0.20668
청운효자동 카페,2022-07-01,0.24112
청운효자동 카페,2022-08-01,0.17223
청운효자동 카페,2023-05-01,0.17223
청운효자동 카페,2024-07-01,0.20668
청파동 맛집,2019-01-01,100
청파동 맛집,2019-02-01,63.4516
청파동 맛집,2019-03-01,57.00998
청파동 맛집,2019-04-01,44.71236
청파동 맛집,2019-05-01,43.98897
청파동 맛집,2019-06-01,39.33861
청파동 맛집,2019-07-01,38.54633
청파동 맛집,2019-08-01,46.60695
청파동 맛집,2019-09-01,32.20806
청파동 맛집,2019-10-01,37.61625
청파동 맛집,2019-11-01,34.75714
청파동 맛집,2019-12-01,40.23424
청파동 맛집,2020-01-01,33.99931
청파동 맛집,2020-02-01,29.69342
청파동 맛집,2020-03-01,27.69548
청파동 맛집,2020-04-01,30.14123
청파동 맛집,2020-05-01,37.34068
청파동 맛집,2020-06-01,31.00241
청파동 맛집,2020-07-01,34.96383
청파동 맛집,2020-08-01,29.14226
청파동 맛집,2020-09-01,22.11505
청파동 맛집,2020-10-01,27.4888
청파동 맛집,2020-11-01,28.52221
청파동 맛집,2020-12-01,18.53255
청파동 맛집,2021-01-01,20.53048
청파동 맛집,2021-02-01,22.59731
청파동 맛집,2021-03-01,30.96796
청파동 맛집,2021-04-01,29.76231
청파동 맛집,2021-05-01,31.10575
청파동 맛집,2021-06-01,34.58491
청파동 맛집,2021-07-01,23.87185
청파동 맛집,2021-08-01,28.55666
청파동 맛집,2021-09-01,30.21012
청파동 맛집,2021-10-01,34.13709
청파동 맛집,2021-11-01,33.00034
청파동 맛집,2021-12-01,29.28005
청파동 맛집,2022-01-01,28.0744
청파동 맛집,2022-02-01,29.62452
청파동 맛집,2022-03-01,34.20599
청파동 맛집,2022-04-01,31.45022
청파동 맛집,2022-05-01,41.68101
청파동 맛집,2022-06-01,35.06717
청파동 맛집,2022-07-01,35.34274
청파동 맛집,2022-08-01,39.02859
청파동 맛집,2022-09-01,34.75714
청파동 맛집,2022-10-01,37.92628
청파동 맛집,2022-11-01,33.37926
청파동 맛집,2022-12-01,37.99517
청파동 맛집,2023-01-01,36.99621
청파동 맛집,2023-02-01,36.72063
청파동 맛집,2023-03-01,33.72373
청파동 맛집,2023-04-01,30.65794
청파동 맛집,2023-05-01,32.79366
청파동 맛집,2023-06-01,30.96796
청파동 맛집,2023-07-01,31.38132
청파동 맛집,2023-08-01,29.14226
청파동 맛집,2023-09-01,29.14226
청파동 맛집,2023-10-01,22.80399
청파동 맛집,2023-11-01,23.11401
청파동 맛집,2023-12-01,23.63072
청파동 맛집,2024-01-01,27.72993
청파동 맛집,2024-02-01,23.2518
청파동 맛집,2024-03-01,25.00861
청파동 맛집,2024-04-01,24.62969
청파동 맛집,2024-05-01,22.94178
청파동 맛집,2024-06-01,24.11298
청파동 맛집,2024-07-01,23.18291
청파동 맛집,2024-08-01,24.11298
청파동 맛집,2024-09-01,19.1526
청파동 맛집,2024-10-01,21.80502
청파동 맛집,2024-11-01,20.22046
청파동 맛집,2024-12-01,18.73923
청파동 카페,2019-01-01,9.88632
청파동 카페,2019-02-01,9.81743
청파동 카페,2019-03-01,7.23389
청파동 카페,2019-04-01,5.13262
청파동 카페,2019-05-01,5.30485
청파동 카페,2019-06-01,4.89149
청파동 카페,2019-07-01,6.20048
청파동 카페,2019-08-01,6.16603
청파동 카페,2019-09-01,3.68584
청파동 카페,2019-10-01,2.82466
청파동 카페,2019-11-01,2.65242
청파동 카페,2019-12-01,5.95935
청파동 카페,2020-01-01,4.58146
청파동 카페,2020-02-01,4.85704
청파동 카페,2020-03-01,5.37375
청파동 카페,2020-04-01,4.58146
청파동 카페,2020-05-01,6.92387
청파동 카페,2020-06-01,5.2704
청파동 카페,2020-07-01,3.82363
청파동 카페,2020-08-01,3.72028
청파동 카페,2020-09-01,2.79021
청파동 카페,2020-10-01,5.06372
청파동 카페,2020-11-01,2.3424
청파동 카페,2021-01-01,2.3424
청파동 카페,2021-02-01,4.85704
청파동 카페,2021-03-01,4.7537
청파동 카페,2021-04-01,3.61694
청파동 카페,2021-05-01,4.78815
청파동 카페,2021-06-01,5.02928
청파동 카페,2021-07-01,3.75473
청파동 카페,2021-08-01,3.99586
청파동 카페,2021-09-01,3.65139
청파동 카페,2021-10-01,6.82053
청파동 카페,2021-11-01,5.2704
청파동 카페,2021-12-01,3.89252
청파동 카페,2022-01-01,4.58146
청파동 카페,2022-02-01,3.37581
청파동 카페,2022-03-01,5.2704
청파동 카페,2022-04-01,7.19944
청파동 카페,2022-05-01,4.27144
청파동 카페,2022-06-01,4.44367
청파동 카페,2022-07-01,4.92593
청파동 카페,2022-08-01,7.23389
청파동 카페,2022-09-01,9.16293
청파동 카페,2022-10-01,11.81536
청파동 카페,2022-11-01,7.26834
청파동 카페,2022-12-01,8.43954
청파동 카페,2023-01-01,10.81639
청파동 카페,2023-02-01,7.40613
청파동 카페,2023-03-01,10.85084
청파동 카페,2023-04-01,7.19944
청파동 카페,2023-05-01,7.30279
청파동 카페,2023-06-01,5.78711
청파동 카페,2023-07-01,6.33827
청파동 카페,2023-08-01,6.23492
청파동 카페,2023-09-01,5.68377
청파동 카페,2023-10-01,4.99483
청파동 카페,2023-11-01,4.1681
청파동 카페,2023-12-01,4.7537
청파동 카페,2024-01-01,6.13158
청파동 카페,2024-02-01,5.51153
청파동 카페,2024-03-01,7.37168
청파동 카페,2024-04-01,4.71925
청파동 카페,2024-05-01,5.99379
청파동 카페,2024-06-01,3.85807
청파동 카페,2024-07-01,3.27247
청파동 카페,2024-08-01,2.96245
청파동 카페,2024-09-01,2.928
청파동 카페,2024-10-01,4.03031
청파동 카페,2024-11-01,2.54908
청파동 카페,2024-12-01,2.65242
충현동 맛집,2020-01-01,0.20668
충현동 맛집,2020-03-01,0.20668
충현동 맛집,2020-05-01,0.34447
충현동 맛집,2020-07-01,0.37891
충현동 맛집,2020-08-01,0.17223
충현동 맛집,2020-10-01,0.24112
충현동 맛집,2021-02-01,0.20668
충현동 맛집,2021-04-01,0.17223
충현동 맛집,2021-05-01,0.68894
충현동 맛집,2021-06-01,0.27557
충현동 맛집,2021-11-01,0.17223
충현동 맛집,2022-03-01,0.65449
충현동 맛집,2022-04-01,0.17223
충현동 맛집,2022-09-01,0.17223
충현동 맛집,2022-10-01,0.20668
충현동 맛집,2022-12-01,0.34447
충현동 맛집,2023-01-01,0.17223
충현동 맛집,2023-03-01,0.5856
충현동 맛집,2023-04-01,0.17223
충현동 맛집,2023-06-01,0.20668
충현동 맛집,2023-08-01,0.34447
충현동 맛집,2023-09-01,0.17223
충현동 맛집,2023-10-01,0.20668
충현동 맛집,2023-11-01,0.17223
충현동 맛집,2024-04-01,0.34447
충현동 맛집,2024-07-01,0.17223
충현동 맛집,2024-10-01,0.20668
충현동 카페,2020-08-01,0.06161
충현동 카페,2021-04-01,0.08215
충현동 카페,2022-04-01,0.05134
충현동 카페,2022-10-01,0.05134
충현동 카페,2023-11-01,0.05134
평창동 맛집,2019-01-01,52.60833
평창동 맛집,2019-02-01,54.13842
평창동 맛집,2019-03-01,61.11111
평창동 맛집,2019-04-01,63.15465
평창동 맛집,2019-05-01,72.97186
평창동 맛집,2019-06-01,65.9581
평창동 맛집,2019-07-01,65.89648
평창동 맛집,2019-08-01,77.07948
평창동 맛집,2019-09-01,64.73608
평창동 맛집,2019-10-01,73.7215
평창동 맛집,2019-11-01,71.81146
평창동 맛집,2019-12-01,73.04374
평창동 맛집,2020-01-01,57.55802
평창동 맛집,2020-02-01,52.72129
평창동 맛집,2020-03-01,58.33846
평창동 맛집,2020-04-01,77.92154
