quarter,dong_code,dong_name,survival_1y,survival_3y,survival_5y,survival_1y_num,survival_1y_den,survival_3y_num,survival_3y_den,survival_5y_num,survival_5y_den,industry_code,industry_name
20232,11440690,망원1동,76.9,35.0,37.5,40.0,52.0,14.0,40.0,9.0,24.0,CS100010,커피
20231,11440690,망원1동,70.2,41.5,30.8,33.0,47.0,17.0,41.0,8.0,26.0,CS100010,커피
20233,11440700,망원2동,88.2,72.7,29.4,15.0,17.0,8.0,11.0,5.0,17.0,CS100010,커피
20232,11440700,망원2동,78.3,60.0,50.0,18.0,23.0,6.0,10.0,9.0,18.0,CS100010,커피
20231,11440700,망원2동,79.2,36.4,52.6,19.0,24.0,4.0,11.0,10.0,19.0,CS100010,커피
20233,11440710,연남동,79.3,42.7,30.7,69.0,87.0,38.0,89.0,23.0,75.0,CS100010,커피
20232,11440710,연남동,75.3,47.6,35.2,64.0,85.0,40.0,84.0,25.0,71.0,CS100010,커피
20231,11440710,연남동,69.0,50.0,41.5,58.0,84.0,34.0,68.0,27.0,65.0,CS100010,커피
20233,11440720,성산1동,75.0,53.8,46.2,9.0,12.0,7.0,13.0,6.0,13.0,CS100010,커피
20232,11440720,성산1동,87.5,41.2,46.2,14.0,16.0,7.0,17.0,6.0,13.0,CS100010,커피
20231,11440720,성산1동,81.3,50.0,23.1,13.0,16.0,8.0,16.0,3.0,13.0,CS100010,커피
20233,11440730,성산2동,90.9,50.0,60.0,10.0,11.0,4.0,8.0,6.0,10.0,CS100010,커피
20232,11440730,성산2동,93.3,44.4,54.5,14.0,15.0,4.0,9.0,6.0,11.0,CS100010,커피
20231,11440730,성산2동,92.9,50.0,70.0,13.0,14.0,4.0,8.0,7.0,10.0,CS100010,커피
20233,11440740,상암동,80.5,56.8,34.2,33.0,41.0,25.0,44.0,13.0,38.0,CS100010,커피
20232,11440740,상암동,81.4,60.4,39.5,35.0,43.0,29.0,48.0,17.0,43.0,CS100010,커피
20231,11440740,상암동,86.1,57.7,43.5,31.0,36.0,30.0,52.0,20.0,46.0,CS100010,커피
20242,11440555,아현동,50.0,66.7,40.0,6.0,12.0,12.0,18.0,4.0,10.0,CS100001,한식
20241,11440555,아현동,61.5,72.2,28.6,8.0,13.0,13.0,18.0,2.0,7.0,CS100001,한식
20234,11440555,아현동,70.6,71.4,35.7,12.0,17.0,10.0,14.0,5.0,14.0,CS100001,한식
20242,11440565,공덕동,78.1,35.7,38.2,25.0,32.0,10.0,28.0,13.0,34.0,CS100001,한식
20241,11440565,공덕동,67.7,43.8,46.7,21.0,31.0,14.0,32.0,14.0,30.0,CS100001,한식
20234,11440565,공덕동,69.0,41.9,50.0,20.0,29.0,13.0,31.0,17.0,34.0,CS100001,한식
20242,11440585,도화동,88.9,63.6,45.2,16.0,18.0,14.0,22.0,14.0,31.0,CS100001,한식
20241,11440585,도화동,89.5,66.7,44.4,17.0,19.0,12.0,18.0,12.0,27.0,CS100001,한식
20234,11440585,도화동,93.8,57.1,36.0,15.0,16.0,12.0,21.0,9.0,25.0,CS100001,한식
20242,11440590,용강동,75.8,39.5,33.3,25.0,33.0,15.0,38.0,13.0,39.0,CS100001,한식
20241,11440590,용강동,75.8,29.4,32.4,25.0,33.0,10.0,34.0,12.0,37.0,CS100001,한식
20234,11440590,용강동,67.6,24.3,33.3,23.0,34.0,9.0,37.0,12.0,36.0,CS100001,한식
20242,11440600,대흥동,76.9,68.8,39.1,10.0,13.0,11.0,16.0,9.0,23.0,CS100001,한식
20241,11440600,대흥동,58.3,75.0,31.6,7.0,12.0,9.0,12.0,6.0,19.0,CS100001,한식
20234,11440600,대흥동,69.2,44.4,44.4,9.0,13.0,4.0,9.0,8.0,18.0,CS100001,한식
20242,11440610,염리동,66.7,78.6,30.0,2.0,3.0,11.0,14.0,6.0,20.0,CS100001,한식
20241,11440610,염리동,75.0,60.0,35.3,3.0,4.0,6.0,10.0,6.0,17.0,CS100001,한식
20234,11440610,염리동,90.9,50.0,20.0,10.0,11.0,5.0,10.0,3.0,15.0,CS100001,한식
20242,11440630,신수동,68.8,44.4,72.7,11.0,16.0,4.0,9.0,8.0,11.0,CS100001,한식
20241,11440630,신수동,66.7,28.6,80.0,12.0,18.0,2.0,7.0,8.0,10.0,CS100001,한식
20234,11440630,신수동,44.4,30.0,55.6,8.0,18.0,3.0,10.0,5.0,9.0,CS100001,한식
20242,11440655,서강동,62.5,37.8,34.4,15.0,24.0,17.0,45.0,11.0,32.0,CS100001,한식
20241,11440655,서강동,71.4,33.3,18.2,20.0,28.0,15.0,45.0,4.0,22.0,CS100001,한식
20234,11440655,서강동,65.4,33.3,27.3,17.0,26.0,14.0,42.0,6.0,22.0,CS100001,한식
20242,11440660,서교동,72.1,42.4,35.2,101.0,140.0,64.0,151.0,64.0,182.0,CS100001,한식
20241,11440660,서교동,71.2,36.3,36.1,109.0,153.0,53.0,146.0,66.0,183.0,CS100001,한식
20234,11440660,서교동,70.2,42.9,37.3,99.0,141.0,60.0,140.0,66.0,177.0,CS100001,한식
20242,11440680,합정동,81.5,56.8,34.2,22.0,27.0,25.0,44.0,13.0,38.0,CS100001,한식
20241,11440680,합정동,70.4,55.3,35.3,19.0,27.0,21.0,38.0,12.0,34.0,CS100001,한식
20234,11440680,합정동,80.0,48.3,40.0,20.0,25.0,14.0,29.0,14.0,35.0,CS100001,한식
20242,11440690,망원1동,78.1,46.7,36.0,25.0,32.0,14.0,30.0,9.0,25.0,CS100001,한식
20241,11440690,망원1동,74.2,43.8,33.3,23.0,31.0,14.0,32.0,7.0,21.0,CS100001,한식
20234,11440690,망원1동,78.6,48.6,35.7,22.0,28.0,17.0,35.0,10.0,28.0,CS100001,한식
20242,11440700,망원2동,82.4,50.0,61.1,14.0,17.0,7.0,14.0,11.0,18.0,CS100001,한식
20241,11440700,망원2동,73.7,46.2,50.0,14.0,19.0,6.0,13.0,11.0,22.0,CS100001,한식
20234,11440700,망원2동,72.2,53.3,57.1,13.0,18.0,8.0,15.0,12.0,21.0,CS100001,한식
20242,11440710,연남동,75.5,37.2,28.9,37.0,49.0,16.0,43.0,13.0,45.0,CS100001,한식
20241,11440710,연남동,75.0,40.9,31.0,36.0,48.0,18.0,44.0,13.0,42.0,CS100001,한식
20234,11440710,연남동,79.5,45.7,25.9,35.0,44.0,21.0,46.0,7.0,27.0,CS100001,한식
20242,11440720,성산1동,63.6,33.3,43.8,7.0,11.0,6.0,18.0,7.0,16.0,CS100001,한식
20241,11440720,성산1동,75.0,47.4,47.4,9.0,12.0,9.0,19.0,9.0,19.0,CS100001,한식
20234,11440720,성산1동,52.9,43.8,45.0,9.0,17.0,7.0,16.0,9.0,20.0,CS100001,한식
20242,11440730,성산2동,66.7,45.5,54.2,10.0,15.0,5.0,11.0,13.0,24.0,CS100001,한식
20241,11440730,성산2동,85.7,66.7,50.0,12.0,14.0,8.0,12.0,12.0,24.0,CS100001,한식
20234,11440730,성산2동,69.2,64.7,50.0,9.0,13.0,11.0,17.0,8.0,16.0,CS100001,한식
20242,11440740,상암동,81.1,51.9,26.1,30.0,37.0,42.0,81.0,23.0,88.0,CS100001,한식
20241,11440740,상암동,77.5,54.4,23.8,31.0,40.0,37.0,68.0,19.0,80.0,CS100001,한식
20234,11440740,상암동,73.9,49.4,25.3,34.0,46.0,38.0,77.0,19.0,75.0,CS100001,한식
20242,11440555,아현동,100.0,100.0,,1.0,1.0,2.0,2.0,0.0,0.0,CS100002,중식
20241,11440555,아현동,,50.0,,0.0,0.0,1.0,2.0,0.0,0.0,CS100002,중식
20234,11440555,아현동,,100.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,CS100002,중식
20242,11440565,공덕동,100.0,0.0,66.7,5.0,5.0,0.0,3.0,2.0,3.0,CS100002,중식
20241,11440565,공덕동,100.0,20.0,100.0,4.0,4.0,1.0,5.0,1.0,1.0,CS100002,중식
20234,11440565,공덕동,100.0,20.0,33.3,1.0,1.0,1.0,5.0,1.0,3.0,CS100002,중식
20242,11440585,도화동,33.3,40.0,,1.0,3.0,2.0,5.0,0.0,0.0,CS100002,중식
20241,11440585,도화동,50.0,40.0,100.0,2.0,4.0,2.0,5.0,2.0,2.0,CS100002,중식
20234,11440585,도화동,100.0,25.0,100.0,3.0,3.0,1.0,4.0,3.0,3.0,CS100002,중식
20242,11440590,용강동,20.0,0.0,,1.0,5.0,0.0,5.0,0.0,0.0,CS100002,중식
20241,11440590,용강동,25.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,1.0,CS100002,중식
20234,11440590,용강동,0.0,28.6,0.0,0.0,2.0,2.0,7.0,0.0,1.0,CS100002,중식
20242,11440600,대흥동,100.0,100.0,50.0,1.0,1.0,2.0,2.0,3.0,6.0,CS100002,중식
20241,11440600,대흥동,100.0,100.0,60.0,1.0,1.0,2.0,2.0,3.0,5.0,CS100002,중식
20234,11440600,대흥동,100.0,100.0,75.0,1.0,1.0,2.0,2.0,3.0,4.0,CS100002,중식
20242,11440610,염리동,83.3,100.0,,5.0,6.0,1.0,1.0,0.0,0.0,CS100002,중식
20241,11440610,염리동,100.0,,,5.0,5.0,0.0,0.0,0.0,0.0,CS100002,중식
20234,11440610,염리동,50.0,,,2.0,4.0,0.0,0.0,0.0,0.0,CS100002,중식
20242,11440630,신수동,,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,CS100002,중식
20241,11440630,신수동,,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,CS100002,중식
20234,11440630,신수동,100.0,0.0,50.0,1.0,1.0,0.0,1.0,1.0,2.0,CS100002,중식
20242,11440655,서강동,100.0,28.6,50.0,1.0,1.0,2.0,7.0,4.0,8.0,CS100002,중식
20241,11440655,서강동,66.7,14.3,66.7,2.0,3.0,1.0,7.0,6.0,9.0,CS100002,중식
20234,11440655,서강동,66.7,25.0,70.0,2.0,3.0,2.0,8.0,7.0,10.0,CS100002,중식
20242,11440660,서교동,80.0,23.5,42.9,20.0,25.0,4.0,17.0,12.0,28.0,CS100002,중식
20241,11440660,서교동,85.7,33.3,44.1,24.0,28.0,6.0,18.0,15.0,34.0,CS100002,중식
20234,11440660,서교동,75.8,35.3,52.8,25.0,33.0,6.0,17.0,19.0,36.0,CS100002,중식
20242,11440680,합정동,100.0,,33.3,3.0,3.0,0.0,0.0,1.0,3.0,CS100002,중식
20241,11440680,합정동,100.0,,25.0,3.0,3.0,0.0,0.0,1.0,4.0,CS100002,중식
20234,11440680,합정동,100.0,100.0,25.0,4.0,4.0,1.0,1.0,1.0,4.0,CS100002,중식
20242,11440690,망원1동,100.0,33.3,0.0,3.0,3.0,1.0,3.0,0.0,2.0,CS100002,중식
20241,11440690,망원1동,50.0,100.0,0.0,2.0,4.0,2.0,2.0,0.0,1.0,CS100002,중식
20234,11440690,망원1동,33.3,80.0,33.3,1.0,3.0,4.0,5.0,1.0,3.0,CS100002,중식
20242,11440700,망원2동,100.0,0.0,50.0,2.0,2.0,0.0,1.0,1.0,2.0,CS100002,중식
20241,11440700,망원2동,100.0,50.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,CS100002,중식
20234,11440700,망원2동,0.0,50.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,CS100002,중식
20242,11440710,연남동,100.0,0.0,14.3,11.0,11.0,0.0,7.0,1.0,7.0,CS100002,중식
20241,11440710,연남동,60.0,0.0,28.6,6.0,10.0,0.0,6.0,2.0,7.0,CS100002,중식
20234,11440710,연남동,71.4,0.0,28.6,5.0,7.0,0.0,7.0,2.0,7.0,CS100002,중식
20242,11440720,성산1동,100.0,50.0,0.0,1.0,1.0,3.0,6.0,0.0,1.0,CS100002,중식
20241,11440720,성산1동,100.0,25.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,CS100002,중식
20234,11440720,성산1동,100.0,33.3,0.0,1.0,1.0,1.0,3.0,0.0,2.0,CS100002,중식
20242,11440730,성산2동,83.3,0.0,50.0,5.0,6.0,0.0,1.0,1.0,2.0,CS100002,중식
20241,11440730,성산2동,66.7,0.0,66.7,2.0,3.0,0.0,2.0,2.0,3.0,CS100002,중식
20234,11440730,성산2동,100.0,33.3,66.7,3.0,3.0,1.0,3.0,2.0,3.0,CS100002,중식
20242,11440740,상암동,83.3,42.9,50.0,10.0,12.0,3.0,7.0,6.0,12.0,CS100002,중식
20241,11440740,상암동,81.8,33.3,25.0,9.0,11.0,2.0,6.0,3.0,12.0,CS100002,중식
20234,11440740,상암동,88.9,57.1,16.7,8.0,9.0,4.0,7.0,2.0,12.0,CS100002,중식
20242,11440555,아현동,100.0,50.0,66.7,1.0,1.0,2.0,4.0,2.0,3.0,CS100003,일식
20241,11440555,아현동,100.0,50.0,66.7,1.0,1.0,2.0,4.0,2.0,3.0,CS100003,일식
20234,11440555,아현동,100.0,50.0,50.0,2.0,2.0,2.0,4.0,1.0,2.0,CS100003,일식
20242,11440565,공덕동,71.4,33.3,66.7,5.0,7.0,1.0,3.0,2.0,3.0,CS100003,일식
20241,11440565,공덕동,66.7,50.0,66.7,4.0,6.0,1.0,2.0,2.0,3.0,CS100003,일식
20234,11440565,공덕동,83.3,50.0,66.7,5.0,6.0,3.0,6.0,2.0,3.0,CS100003,일식
20242,11440585,도화동,83.3,0.0,33.3,5.0,6.0,0.0,4.0,2.0,6.0,CS100003,일식
20241,11440585,도화동,85.7,50.0,50.0,6.0,7.0,1.0,2.0,2.0,4.0,CS100003,일식
20234,11440585,도화동,100.0,66.7,66.7,7.0,7.0,2.0,3.0,2.0,3.0,CS100003,일식
20242,11440590,용강동,83.3,25.0,14.3,5.0,6.0,1.0,4.0,1.0,7.0,CS100003,일식
20241,11440590,용강동,100.0,20.0,10.0,4.0,4.0,1.0,5.0,1.0,10.0,CS100003,일식
20234,11440590,용강동,100.0,42.9,11.1,5.0,5.0,3.0,7.0,1.0,9.0,CS100003,일식
20242,11440600,대흥동,71.4,100.0,0.0,5.0,7.0,1.0,1.0,0.0,2.0,CS100003,일식
20241,11440600,대흥동,83.3,100.0,33.3,5.0,6.0,2.0,2.0,1.0,3.0,CS100003,일식
20234,11440600,대흥동,25.0,100.0,25.0,1.0,4.0,4.0,4.0,1.0,4.0,CS100003,일식
20242,11440610,염리동,33.3,100.0,100.0,1.0,3.0,3.0,3.0,1.0,1.0,CS100003,일식
20241,11440610,염리동,33.3,75.0,50.0,1.0,3.0,3.0,4.0,1.0,2.0,CS100003,일식
20234,11440610,염리동,33.3,0.0,66.7,1.0,3.0,0.0,1.0,2.0,3.0,CS100003,일식
20242,11440630,신수동,100.0,50.0,,3.0,3.0,1.0,2.0,0.0,0.0,CS100003,일식
20241,11440630,신수동,100.0,75.0,,2.0,2.0,3.0,4.0,0.0,0.0,CS100003,일식
20234,11440630,신수동,100.0,75.0,,2.0,2.0,3.0,4.0,0.0,0.0,CS100003,일식
20242,11440655,서강동,50.0,70.0,30.0,5.0,10.0,7.0,10.0,3.0,10.0,CS100003,일식
20241,11440655,서강동,40.0,55.6,38.5,4.0,10.0,5.0,9.0,5.0,13.0,CS100003,일식
20234,11440655,서강동,40.0,40.0,46.2,4.0,10.0,2.0,5.0,6.0,13.0,CS100003,일식
20242,11440660,서교동,83.3,62.5,42.3,35.0,42.0,25.0,40.0,22.0,52.0,CS100003,일식
20241,11440660,서교동,85.1,61.1,45.8,40.0,47.0,22.0,36.0,22.0,48.0,CS100003,일식
20234,11440660,서교동,84.1,48.5,38.1,37.0,44.0,16.0,33.0,16.0,42.0,CS100003,일식
20242,11440680,합정동,66.7,50.0,38.5,4.0,6.0,2.0,4.0,5.0,13.0,CS100003,일식
20241,11440680,합정동,66.7,60.0,46.2,4.0,6.0,3.0,5.0,6.0,13.0,CS100003,일식
20234,11440680,합정동,76.9,40.0,50.0,10.0,13.0,2.0,5.0,7.0,14.0,CS100003,일식
20242,11440690,망원1동,100.0,100.0,0.0,8.0,8.0,3.0,3.0,0.0,6.0,CS100003,일식
20241,11440690,망원1동,77.8,50.0,11.1,7.0,9.0,2.0,4.0,1.0,9.0,CS100003,일식
20234,11440690,망원1동,80.0,40.0,30.8,8.0,10.0,2.0,5.0,4.0,13.0,CS100003,일식
20242,11440700,망원2동,100.0,50.0,25.0,4.0,4.0,1.0,2.0,1.0,4.0,CS100003,일식
20241,11440700,망원2동,100.0,50.0,33.3,4.0,4.0,1.0,2.0,1.0,3.0,CS100003,일식
20234,11440700,망원2동,0.0,50.0,25.0,0.0,2.0,2.0,4.0,1.0,4.0,CS100003,일식
20242,11440710,연남동,82.6,68.4,21.7,19.0,23.0,13.0,19.0,5.0,23.0,CS100003,일식
20241,11440710,연남동,69.2,61.9,21.7,18.0,26.0,13.0,21.0,5.0,23.0,CS100003,일식
20234,11440710,연남동,63.0,48.0,23.8,17.0,27.0,12.0,25.0,5.0,21.0,CS100003,일식
20242,11440720,성산1동,100.0,100.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,CS100003,일식
20241,11440720,성산1동,100.0,100.0,0.0,4.0,4.0,4.0,4.0,0.0,1.0,CS100003,일식
20234,11440720,성산1동,100.0,80.0,0.0,6.0,6.0,4.0,5.0,0.0,2.0,CS100003,일식
20242,11440730,성산2동,100.0,20.0,50.0,4.0,4.0,1.0,5.0,3.0,6.0,CS100003,일식
20241,11440730,성산2동,100.0,20.0,42.9,4.0,4.0,1.0,5.0,3.0,7.0,CS100003,일식
20234,11440730,성산2동,100.0,50.0,37.5,4.0,4.0,2.0,4.0,3.0,8.0,CS100003,일식
20242,11440740,상암동,82.4,73.3,21.7,14.0,17.0,11.0,15.0,5.0,23.0,CS100003,일식
20241,11440740,상암동,85.7,57.1,20.8,12.0,14.0,8.0,14.0,5.0,24.0,CS100003,일식
20234,11440740,상암동,75.0,53.3,21.1,15.0,20.0,8.0,15.0,4.0,19.0,CS100003,일식
20242,11440555,아현동,100.0,100.0,100.0,1.0,1.0,1.0,1.0,2.0,2.0,CS100004,양식
20241,11440555,아현동,,100.0,50.0,0.0,0.0,1.0,1.0,2.0,4.0,CS100004,양식
20234,11440555,아현동,,,50.0,0.0,0.0,0.0,0.0,2.0,4.0,CS100004,양식
20242,11440565,공덕동,64.3,0.0,66.7,9.0,14.0,0.0,3.0,2.0,3.0,CS100004,양식
20241,11440565,공덕동,75.0,20.0,100.0,6.0,8.0,1.0,5.0,2.0,2.0,CS100004,양식
20234,11440565,공덕동,66.7,55.6,100.0,4.0,6.0,5.0,9.0,1.0,1.0,CS100004,양식
20242,11440585,도화동,100.0,40.0,100.0,5.0,5.0,2.0,5.0,1.0,1.0,CS100004,양식
20241,11440585,도화동,100.0,50.0,,5.0,5.0,2.0,4.0,0.0,0.0,CS100004,양식
20234,11440585,도화동,100.0,60.0,,5.0,5.0,3.0,5.0,0.0,0.0,CS100004,양식
20242,11440590,용강동,100.0,33.3,0.0,4.0,4.0,3.0,9.0,0.0,3.0,CS100004,양식
20241,11440590,용강동,80.0,50.0,33.3,4.0,5.0,3.0,6.0,1.0,3.0,CS100004,양식
20234,11440590,용강동,80.0,50.0,40.0,4.0,5.0,3.0,6.0,2.0,5.0,CS100004,양식
20242,11440600,대흥동,66.7,,40.0,2.0,3.0,0.0,0.0,2.0,5.0,CS100004,양식
20241,11440600,대흥동,50.0,100.0,50.0,2.0,4.0,2.0,2.0,2.0,4.0,CS100004,양식
20234,11440600,대흥동,50.0,57.1,60.0,2.0,4.0,4.0,7.0,3.0,5.0,CS100004,양식
20242,11440610,염리동,66.7,100.0,33.3,2.0,3.0,1.0,1.0,1.0,3.0,CS100004,양식
20241,11440610,염리동,66.7,,25.0,2.0,3.0,0.0,0.0,1.0,4.0,CS100004,양식
20234,11440610,염리동,66.7,,0.0,2.0,3.0,0.0,0.0,0.0,4.0,CS100004,양식
20242,11440630,신수동,60.0,33.3,25.0,3.0,5.0,1.0,3.0,1.0,4.0,CS100004,양식
20241,11440630,신수동,75.0,33.3,0.0,3.0,4.0,1.0,3.0,0.0,3.0,CS100004,양식
20234,11440630,신수동,66.7,50.0,33.3,4.0,6.0,2.0,4.0,1.0,3.0,CS100004,양식
20242,11440655,서강동,81.8,60.0,22.2,9.0,11.0,6.0,10.0,2.0,9.0,CS100004,양식
20241,11440655,서강동,69.2,62.5,27.3,9.0,13.0,5.0,8.0,3.0,11.0,CS100004,양식
20234,11440655,서강동,61.5,66.7,18.8,8.0,13.0,6.0,9.0,3.0,16.0,CS100004,양식
20242,11440660,서교동,82.2,51.2,42.9,37.0,45.0,21.0,41.0,33.0,77.0,CS100004,양식
20241,11440660,서교동,82.0,50.0,44.3,41.0,50.0,15.0,30.0,35.0,79.0,CS100004,양식
20234,11440660,서교동,75.0,41.3,38.5,39.0,52.0,19.0,46.0,35.0,91.0,CS100004,양식
20242,11440680,합정동,69.2,87.5,42.9,9.0,13.0,7.0,8.0,6.0,14.0,CS100004,양식
20241,11440680,합정동,75.0,77.8,50.0,12.0,16.0,7.0,9.0,5.0,10.0,CS100004,양식
20234,11440680,합정동,76.9,55.6,45.5,10.0,13.0,5.0,9.0,5.0,11.0,CS100004,양식
20242,11440690,망원1동,76.9,83.3,33.3,10.0,13.0,10.0,12.0,3.0,9.0,CS100004,양식
20241,11440690,망원1동,83.3,84.6,30.0,10.0,12.0,11.0,13.0,3.0,10.0,CS100004,양식
20234,11440690,망원1동,66.7,82.4,25.0,8.0,12.0,14.0,17.0,3.0,12.0,CS100004,양식
20242,11440700,망원2동,100.0,100.0,33.3,3.0,3.0,2.0,2.0,1.0,3.0,CS100004,양식
20241,11440700,망원2동,100.0,100.0,33.3,2.0,2.0,2.0,2.0,1.0,3.0,CS100004,양식
20234,11440700,망원2동,100.0,100.0,0.0,2.0,2.0,3.0,3.0,0.0,1.0,CS100004,양식
20242,11440710,연남동,84.6,68.6,38.5,22.0,26.0,24.0,35.0,15.0,39.0,CS100004,양식
20241,11440710,연남동,87.5,60.7,28.1,28.0,32.0,17.0,28.0,9.0,32.0,CS100004,양식
20234,11440710,연남동,84.8,50.0,35.7,28.0,33.0,15.0,30.0,10.0,28.0,CS100004,양식
20242,11440720,성산1동,,66.7,50.0,0.0,0.0,2.0,3.0,2.0,4.0,CS100004,양식
20241,11440720,성산1동,0.0,50.0,50.0,0.0,1.0,3.0,6.0,2.0,4.0,CS100004,양식
20234,11440720,성산1동,33.3,33.3,20.0,1.0,3.0,2.0,6.0,1.0,5.0,CS100004,양식
20242,11440730,성산2동,100.0,50.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,CS100004,양식
20241,11440730,성산2동,100.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,CS100004,양식
20234,11440730,성산2동,100.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,CS100004,양식
20242,11440740,상암동,88.2,66.7,8.3,15.0,17.0,8.0,12.0,1.0,12.0,CS100004,양식
20241,11440740,상암동,87.5,81.8,15.4,14.0,16.0,9.0,11.0,2.0,13.0,CS100004,양식
20234,11440740,상암동,80.0,72.7,18.2,8.0,10.0,8.0,11.0,2.0,11.0,CS100004,양식
20242,11440555,아현동,100.0,50.0,33.3,2.0,2.0,2.0,4.0,2.0,6.0,CS100005,제과
20241,11440555,아현동,100.0,50.0,20.0,1.0,1.0,2.0,4.0,1.0,5.0,CS100005,제과
20234,11440555,아현동,100.0,50.0,25.0,1.0,1.0,2.0,4.0,1.0,4.0,CS100005,제과
20242,11440565,공덕동,100.0,25.0,40.0,6.0,6.0,1.0,4.0,2.0,5.0,CS100005,제과
20241,11440565,공덕동,100.0,60.0,50.0,6.0,6.0,3.0,5.0,3.0,6.0,CS100005,제과
20234,11440565,공덕동,100.0,83.3,50.0,9.0,9.0,5.0,6.0,3.0,6.0,CS100005,제과
20242,11440585,도화동,80.0,50.0,60.0,4.0,5.0,3.0,6.0,3.0,5.0,CS100005,제과
20241,11440585,도화동,100.0,57.1,60.0,2.0,2.0,4.0,7.0,3.0,5.0,CS100005,제과
20234,11440585,도화동,100.0,80.0,60.0,1.0,1.0,4.0,5.0,3.0,5.0,CS100005,제과
20242,11440590,용강동,100.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.0,CS100005,제과
20241,11440590,용강동,100.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.0,CS100005,제과
20234,11440590,용강동,100.0,,0.0,3.0,3.0,0.0,0.0,0.0,4.0,CS100005,제과
20242,11440600,대흥동,100.0,33.3,80.0,3.0,3.0,1.0,3.0,4.0,5.0,CS100005,제과
20241,11440600,대흥동,100.0,33.3,75.0,4.0,4.0,1.0,3.0,3.0,4.0,CS100005,제과
20234,11440600,대흥동,83.3,50.0,66.7,5.0,6.0,2.0,4.0,2.0,3.0,CS100005,제과
20242,11440610,염리동,66.7,83.3,33.3,2.0,3.0,5.0,6.0,1.0,3.0,CS100005,제과
20241,11440610,염리동,100.0,75.0,20.0,1.0,1.0,3.0,4.0,1.0,5.0,CS100005,제과
20234,11440610,염리동,100.0,50.0,16.7,1.0,1.0,2.0,4.0,1.0,6.0,CS100005,제과
20242,11440630,신수동,100.0,66.7,25.0,2.0,2.0,2.0,3.0,1.0,4.0,CS100005,제과
20241,11440630,신수동,100.0,66.7,50.0,1.0,1.0,2.0,3.0,1.0,2.0,CS100005,제과
20234,11440630,신수동,,100.0,33.3,0.0,0.0,1.0,1.0,1.0,3.0,CS100005,제과
20242,11440655,서강동,75.0,50.0,25.0,3.0,4.0,4.0,8.0,2.0,8.0,CS100005,제과
20241,11440655,서강동,80.0,50.0,57.1,4.0,5.0,2.0,4.0,4.0,7.0,CS100005,제과
20234,11440655,서강동,71.4,66.7,40.0,5.0,7.0,4.0,6.0,2.0,5.0,CS100005,제과
20242,11440660,서교동,93.3,55.0,48.0,14.0,15.0,11.0,20.0,12.0,25.0,CS100005,제과
20241,11440660,서교동,72.2,68.0,39.3,13.0,18.0,17.0,25.0,11.0,28.0,CS100005,제과
20234,11440660,서교동,87.5,62.5,39.1,21.0,24.0,20.0,32.0,9.0,23.0,CS100005,제과
20242,11440680,합정동,100.0,50.0,75.0,7.0,7.0,4.0,8.0,3.0,4.0,CS100005,제과
20241,11440680,합정동,100.0,44.4,66.7,6.0,6.0,4.0,9.0,2.0,3.0,CS100005,제과
20234,11440680,합정동,80.0,33.3,,4.0,5.0,3.0,9.0,0.0,0.0,CS100005,제과
20242,11440690,망원1동,50.0,20.0,42.9,3.0,6.0,2.0,10.0,3.0,7.0,CS100005,제과
20241,11440690,망원1동,42.9,11.1,42.9,3.0,7.0,1.0,9.0,3.0,7.0,CS100005,제과
20234,11440690,망원1동,60.0,33.3,33.3,6.0,10.0,4.0,12.0,2.0,6.0,CS100005,제과
20242,11440700,망원2동,33.3,40.0,40.0,1.0,3.0,4.0,10.0,2.0,5.0,CS100005,제과
20241,11440700,망원2동,33.3,44.4,42.9,1.0,3.0,4.0,9.0,3.0,7.0,CS100005,제과
20234,11440700,망원2동,,33.3,37.5,0.0,0.0,3.0,9.0,3.0,8.0,CS100005,제과
20242,11440710,연남동,83.3,46.7,38.9,25.0,30.0,7.0,15.0,7.0,18.0,CS100005,제과
20241,11440710,연남동,85.3,64.7,33.3,29.0,34.0,11.0,17.0,6.0,18.0,CS100005,제과
20234,11440710,연남동,84.2,60.9,35.7,32.0,38.0,14.0,23.0,5.0,14.0,CS100005,제과
20242,11440720,성산1동,66.7,60.0,60.0,2.0,3.0,3.0,5.0,3.0,5.0,CS100005,제과
20241,11440720,성산1동,80.0,66.7,75.0,4.0,5.0,2.0,3.0,3.0,4.0,CS100005,제과
20234,11440720,성산1동,60.0,80.0,66.7,3.0,5.0,4.0,5.0,2.0,3.0,CS100005,제과
20242,11440730,성산2동,60.0,100.0,0.0,3.0,5.0,3.0,3.0,0.0,2.0,CS100005,제과
