quarter,dong_code,dong_name,store_total,store_normal,store_franchise,industry_code,industry_name,survival_1y,survival_3y,survival_5y,survival_1y_num,survival_1y_den,survival_3y_num,survival_3y_den,survival_5y_num,survival_5y_den,surv2_1y,surv2_3y,surv2_5y,avg_oper_period,avg_oper_period_90,open_count,close_count,open_rate,close_rate,golmok_avg_sales,income_level,income_raw,household_count,floating_pop,building_pop,resident_pop_api,worker_pop
20221,11440710,연남동,43.0,38.0,5.0,CS100006,패스트푸드,100.0,54.5,100.0,11.0,11.0,6.0,11.0,2.0,2.0,85.7,42.9,14.3,2.65,3.1083333333333334,2.0,1.0,4.7,2.3,1315565.511627907,6,"6분위:2,440,600~2,983,558원",8854.0,105110.30092593355,142436.39365825453,240.56358584288213,42.15075606839328
20222,11440710,연남동,42.0,36.0,6.0,CS100006,패스트푸드,100.0,50.0,100.0,7.0,7.0,5.0,10.0,2.0,2.0,100.0,100.0,100.0,2.625,3.1,3.0,0.0,7.1,0.0,2045951.5476190476,6,"6분위:2,440,600~2,983,558원",8854.0,105766.07031046847,151713.21041123473,240.56358584288213,42.15075606839328
20223,11440710,연남동,38.0,33.0,5.0,CS100006,패스트푸드,66.7,71.4,0.0,8.0,12.0,5.0,7.0,0.0,4.0,85.7,42.9,14.3,2.658333333333333,3.075,3.0,4.0,7.9,10.5,866342.3157894737,6,"6분위:2,440,600~2,983,558원",8854.0,102504.56867876672,139320.8601845546,240.56358584288213,42.15075606839328
20224,11440710,연남동,39.0,33.0,6.0,CS100006,패스트푸드,83.3,50.0,33.3,10.0,12.0,4.0,8.0,1.0,3.0,85.7,42.9,14.3,2.675,3.125,2.0,6.0,5.1,15.4,819014.8205128205,6,"6분위:2,440,600~2,983,558원",8854.0,106359.71791379889,143561.91851358913,240.56358584288213,42.15075606839328
20231,11440710,연남동,40.0,37.0,3.0,CS100006,패스트푸드,70.0,22.2,27.3,7.0,10.0,2.0,9.0,3.0,11.0,70.0,50.0,10.0,2.558333333333333,2.9583333333333335,4.0,3.0,10.0,7.5,567387.8,6,"6분위:2,440,600~2,983,558원",8854.0,102171.20855849405,132444.32825053175,271.79437689099177,35.80265759125527
20232,11440710,연남동,39.0,36.0,3.0,CS100006,패스트푸드,54.5,42.9,20.0,6.0,11.0,3.0,7.0,2.0,10.0,70.0,50.0,10.0,2.6083333333333334,3.0166666666666666,4.0,5.0,10.3,12.8,473601.1282051282,6,"6분위:2,440,600~2,983,558원",8854.0,101315.15743928018,133328.5785190198,271.79437689099177,35.80265759125527
20233,11440710,연남동,40.0,36.0,4.0,CS100006,패스트푸드,72.7,66.7,22.2,8.0,11.0,4.0,6.0,2.0,9.0,70.0,50.0,10.0,2.658333333333333,3.066666666666667,3.0,2.0,7.5,5.0,242785.875,6,"6분위:2,440,600~2,983,558원",8854.0,100057.24542912186,134354.3521186685,271.79437689099177,35.80265759125527
20234,11440710,연남동,40.0,38.0,2.0,CS100006,패스트푸드,81.8,50.0,37.5,9.0,11.0,6.0,12.0,3.0,8.0,75.0,75.0,62.5,2.466666666666667,3.05,3.0,1.0,7.5,2.5,682006.9,6,"6분위:2,440,600~2,983,558원",8339.0,99606.77756516631,127791.22411810802,219.35692110052082,34.21177159820122
20241,11440710,연남동,38.0,36.0,2.0,CS100006,패스트푸드,55.6,54.5,27.3,5.0,9.0,6.0,11.0,3.0,11.0,75.0,75.0,62.5,2.466666666666667,3.058333333333333,0.0,4.0,0.0,10.5,651851.1052631579,6,"6분위:2,440,600~2,983,558원",8339.0,100798.24305549824,131332.16502894464,219.35692110052082,34.21177159820122
20242,11440710,연남동,42.0,39.0,3.0,CS100006,패스트푸드,75.0,28.6,30.0,6.0,8.0,2.0,7.0,3.0,10.0,70.0,50.0,10.0,2.3583333333333334,2.9583333333333335,3.0,1.0,7.1,2.4,503708.5238095238,6,"6분위:2,440,600~2,983,558원",8339.0,103888.29969183203,134595.22248536564,219.35692110052082,34.21177159820122
20243,11440710,연남동,37.0,35.0,2.0,CS100006,패스트푸드,83.3,41.7,57.1,10.0,12.0,5.0,12.0,4.0,7.0,75.0,75.0,62.5,2.575,3.158333333333333,0.0,3.0,0.0,8.1,643681.1891891892,6,"6분위:2,440,600~2,983,558원",8339.0,98200.77414819825,126914.84085808312,219.35692110052082,34.21177159820122
20244,11440710,연남동,40.0,38.0,2.0,CS100006,패스트푸드,81.8,50.0,37.5,9.0,11.0,6.0,12.0,3.0,8.0,75.0,75.0,62.5,2.466666666666667,3.05,3.0,1.0,7.5,2.5,682006.9,6,"6분위:2,440,600~2,983,558원",8339.0,99606.77756516631,127791.22411810802,219.35692110052082,34.21177159820122
20191,11440710,연남동,9.0,3.0,6.0,CS100007,치킨,66.7,0.0,100.0,2.0,3.0,0.0,2.0,1.0,1.0,100.0,100.0,100.0,4.266666666666667,6.225,0.0,0.0,0.0,0.0,28389777.8,7,"7분위:2,983,559~3,741,082원",8708.0,101545.51155287639,150442.13991051237,252.73463596449952,43.84976052699469
20192,11440710,연남동,9.0,3.0,6.0,CS100007,치킨,50.0,0.0,100.0,1.0,2.0,0.0,2.0,1.0,1.0,100.0,100.0,100.0,4.208333333333333,6.183333333333334,0.0,1.0,0.0,11.1,29964906.2,7,"7분위:2,983,559~3,741,082원",8708.0,103042.58160882548,154669.27685213037,252.73463596449952,43.84976052699469
20193,11440710,연남동,10.0,4.0,6.0,CS100007,치킨,100.0,0.0,,2.0,2.0,0.0,1.0,0.0,0.0,100.0,100.0,100.0,4.15,6.141666666666667,1.0,0.0,10.0,0.0,29856963.272727273,7,"7분위:2,983,559~3,741,082원",8767.0,106095.5690569716,167968.16550378475,256.34888181279706,43.84976052699469
20194,11440710,연남동,12.0,4.0,8.0,CS100007,치킨,100.0,0.0,,3.0,3.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,3.7416666666666667,5.708333333333333,0.0,0.0,0.0,0.0,25724191.0,6,"6분위:2,440,600~2,983,558원",6806.0,106015.79307489272,155978.67803937642,194.53601050986197,43.84976052699469
20201,11440710,연남동,12.0,4.0,8.0,CS100007,치킨,100.0,0.0,100.0,3.0,3.0,0.0,2.0,1.0,1.0,100.0,0.0,0.0,3.675,5.658333333333333,2.0,0.0,16.7,0.0,23837270.636363637,6,"6분위:2,440,600~2,983,558원",6806.0,105205.50695759554,154896.20526982652,194.53601050986197,43.84976052699469
20202,11440710,연남동,10.0,4.0,6.0,CS100007,치킨,100.0,0.0,100.0,2.0,2.0,0.0,2.0,1.0,1.0,100.0,100.0,100.0,4.008333333333334,6.008333333333334,1.0,0.0,10.0,0.0,26094568.545454547,6,"6분위:2,440,600~2,983,558원",6806.0,104762.6846137037,153544.0552759825,194.53601050986197,43.84976052699469
20203,11440710,연남동,13.0,5.0,8.0,CS100007,치킨,100.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,3.466666666666667,5.616666666666666,1.0,0.0,7.7,0.0,19767543.666666668,6,"6분위:2,440,600~2,983,558원",6806.0,106939.43368056876,157156.45715051593,194.53601050986197,43.84976052699469
20204,11440710,연남동,12.0,4.0,8.0,CS100007,치킨,100.0,0.0,,3.0,3.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,3.7416666666666667,5.708333333333333,0.0,0.0,0.0,0.0,25724191.0,6,"6분위:2,440,600~2,983,558원",6806.0,106015.79307489272,155978.67803937642,194.53601050986197,43.84976052699469
20211,11440710,연남동,13.0,6.0,7.0,CS100007,치킨,50.0,66.7,0.0,2.0,4.0,2.0,3.0,0.0,2.0,50.0,0.0,0.0,3.45,5.55,0.0,0.0,0.0,0.0,15383592.307692308,6,"6분위:2,440,600~2,983,558원",8854.0,104388.93452380155,150959.31445812611,240.56358584288213,44.56025330059165
20212,11440710,연남동,13.0,6.0,7.0,CS100007,치킨,33.3,50.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,50.0,0.0,0.0,3.375,5.5,0.0,0.0,0.0,0.0,15795288.461538462,6,"6분위:2,440,600~2,983,558원",8854.0,109982.31977493374,162193.28733754848,240.56358584288213,44.56025330059165
20213,11440710,연남동,13.0,6.0,7.0,CS100007,치킨,33.3,50.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,50.0,0.0,0.0,3.3,5.441666666666666,0.0,0.0,0.0,0.0,16084948.846153846,6,"6분위:2,440,600~2,983,558원",8854.0,106059.24125254768,0.0,240.56358584288213,44.56025330059165
20214,11440710,연남동,12.0,5.0,7.0,CS100007,치킨,100.0,33.3,0.0,3.0,3.0,1.0,3.0,0.0,1.0,100.0,50.0,50.0,3.0166666666666666,5.55,0.0,0.0,0.0,0.0,18602433.916666668,6,"6분위:2,440,600~2,983,558원",8854.0,106359.71791379889,143561.91851358913,240.56358584288213,42.15075606839328
20221,11440710,연남동,12.0,5.0,7.0,CS100007,치킨,100.0,33.3,0.0,3.0,3.0,1.0,3.0,0.0,2.0,100.0,50.0,50.0,3.45,5.5,0.0,1.0,0.0,8.3,14800162.666666666,6,"6분위:2,440,600~2,983,558원",8854.0,105110.30092593355,142436.39365825453,240.56358584288213,42.15075606839328
20222,11440710,연남동,13.0,6.0,7.0,CS100007,치킨,60.0,50.0,0.0,3.0,5.0,1.0,2.0,0.0,2.0,50.0,0.0,0.0,3.3833333333333333,5.45,1.0,1.0,7.7,7.7,16407540.76923077,6,"6분위:2,440,600~2,983,558원",8854.0,105766.07031046847,151713.21041123473,240.56358584288213,42.15075606839328
20223,11440710,연남동,11.0,4.0,7.0,CS100007,치킨,100.0,0.0,100.0,2.0,2.0,0.0,1.0,1.0,1.0,100.0,50.0,50.0,3.091666666666667,5.6,0.0,1.0,0.0,9.1,20981047.181818184,6,"6분위:2,440,600~2,983,558원",8854.0,102504.56867876672,139320.8601845546,240.56358584288213,42.15075606839328
20224,11440710,연남동,12.0,5.0,7.0,CS100007,치킨,100.0,33.3,0.0,3.0,3.0,1.0,3.0,0.0,1.0,100.0,50.0,50.0,3.0166666666666666,5.55,0.0,0.0,0.0,0.0,18602433.916666668,6,"6분위:2,440,600~2,983,558원",8854.0,106359.71791379889,143561.91851358913,240.56358584288213,42.15075606839328
20231,11440710,연남동,10.0,3.0,7.0,CS100007,치킨,0.0,25.0,33.3,0.0,1.0,1.0,4.0,1.0,3.0,100.0,50.0,50.0,2.783333333333333,5.616666666666666,1.0,0.0,10.0,0.0,18937241.4,6,"6분위:2,440,600~2,983,558원",8854.0,102171.20855849405,132444.32825053175,271.79437689099177,35.80265759125527
20232,11440710,연남동,9.0,3.0,6.0,CS100007,치킨,0.0,33.3,50.0,0.0,1.0,1.0,3.0,1.0,2.0,100.0,50.0,50.0,2.8666666666666667,5.75,0.0,1.0,0.0,11.1,23446518.0,6,"6분위:2,440,600~2,983,558원",8854.0,101315.15743928018,133328.5785190198,271.79437689099177,35.80265759125527
20233,11440710,연남동,10.0,3.0,7.0,CS100007,치킨,0.0,33.3,50.0,0.0,1.0,1.0,3.0,1.0,2.0,100.0,50.0,50.0,2.7916666666666665,5.7,0.0,1.0,0.0,10.0,20974698.7,6,"6분위:2,440,600~2,983,558원",8854.0,100057.24542912186,134354.3521186685,271.79437689099177,35.80265759125527
20234,11440710,연남동,10.0,3.0,7.0,CS100007,치킨,,66.7,33.3,0.0,0.0,2.0,3.0,1.0,3.0,100.0,50.0,50.0,2.4916666666666667,5.625,0.0,1.0,0.0,10.0,16165788.3,6,"6분위:2,440,600~2,983,558원",8339.0,99606.77756516631,127791.22411810802,219.35692110052082,34.21177159820122
20241,11440710,연남동,11.0,3.0,8.0,CS100007,치킨,,66.7,33.3,0.0,0.0,2.0,3.0,1.0,3.0,100.0,50.0,50.0,2.808333333333333,5.558333333333334,0.0,0.0,0.0,0.0,14604529.545454545,6,"6분위:2,440,600~2,983,558원",8339.0,100798.24305549824,131332.16502894464,219.35692110052082,34.21177159820122
20242,11440710,연남동,11.0,3.0,8.0,CS100007,치킨,,40.0,50.0,0.0,0.0,2.0,5.0,1.0,2.0,100.0,50.0,50.0,2.716666666666667,5.5,1.0,0.0,9.1,0.0,17209846.454545453,6,"6분위:2,440,600~2,983,558원",8339.0,103888.29969183203,134595.22248536564,219.35692110052082,34.21177159820122
20243,11440710,연남동,9.0,2.0,7.0,CS100007,치킨,100.0,50.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,100.0,50.0,50.0,2.575,5.683333333333334,0.0,1.0,0.0,11.1,14597624.777777778,6,"6분위:2,440,600~2,983,558원",8339.0,98200.77414819825,126914.84085808312,219.35692110052082,34.21177159820122
20244,11440710,연남동,10.0,3.0,7.0,CS100007,치킨,,66.7,33.3,0.0,0.0,2.0,3.0,1.0,3.0,100.0,50.0,50.0,2.4916666666666667,5.625,0.0,1.0,0.0,10.0,16165788.3,6,"6분위:2,440,600~2,983,558원",8339.0,99606.77756516631,127791.22411810802,219.35692110052082,34.21177159820122
20191,11440710,연남동,27.0,25.0,2.0,CS100008,분식,100.0,50.0,16.7,6.0,6.0,2.0,4.0,1.0,6.0,57.1,42.9,14.3,3.316666666666667,4.533333333333333,2.0,1.0,7.4,3.7,6581145.75,7,"7분위:2,983,559~3,741,082원",8708.0,101545.51155287639,150442.13991051237,252.73463596449952,43.84976052699469
20192,11440710,연남동,26.0,24.0,2.0,CS100008,분식,100.0,40.0,16.7,7.0,7.0,2.0,5.0,1.0,6.0,57.1,42.9,14.3,3.325,4.583333333333333,1.0,1.0,3.8,3.8,7637763.848484849,7,"7분위:2,983,559~3,741,082원",8708.0,103042.58160882548,154669.27685213037,252.73463596449952,43.84976052699469
20193,11440710,연남동,26.0,24.0,2.0,CS100008,분식,83.3,20.0,40.0,5.0,6.0,1.0,5.0,2.0,5.0,57.1,42.9,14.3,3.308333333333333,4.583333333333333,0.0,0.0,0.0,0.0,8550832.366666667,7,"7분위:2,983,559~3,741,082원",8767.0,106095.5690569716,167968.16550378475,256.34888181279706,43.84976052699469
20194,11440710,연남동,29.0,26.0,3.0,CS100008,분식,100.0,50.0,16.7,3.0,3.0,2.0,4.0,1.0,6.0,100.0,25.0,25.0,3.183333333333333,4.308333333333334,5.0,1.0,17.2,3.4,8301513.366666666,6,"6분위:2,440,600~2,983,558원",6806.0,106015.79307489272,155978.67803937642,194.53601050986197,43.84976052699469
20201,11440710,연남동,25.0,23.0,2.0,CS100008,분식,100.0,60.0,14.3,4.0,4.0,3.0,5.0,1.0,7.0,100.0,25.0,25.0,3.341666666666667,4.541666666666667,1.0,2.0,4.0,8.0,8657781.142857144,6,"6분위:2,440,600~2,983,558원",6806.0,105205.50695759554,154896.20526982652,194.53601050986197,43.84976052699469
20202,11440710,연남동,26.0,24.0,2.0,CS100008,분식,100.0,40.0,14.3,6.0,6.0,2.0,5.0,1.0,7.0,57.1,42.9,14.3,3.3666666666666667,4.575,0.0,1.0,0.0,3.8,9506364.32142857,6,"6분위:2,440,600~2,983,558원",6806.0,104762.6846137037,153544.0552759825,194.53601050986197,43.84976052699469
20203,11440710,연남동,31.0,28.0,3.0,CS100008,분식,100.0,66.7,16.7,4.0,4.0,4.0,6.0,1.0,6.0,100.0,25.0,25.0,3.1083333333333334,4.208333333333333,4.0,0.0,12.9,0.0,7135186.3125,6,"6분위:2,440,600~2,983,558원",6806.0,106939.43368056876,157156.45715051593,194.53601050986197,43.84976052699469
20204,11440710,연남동,29.0,26.0,3.0,CS100008,분식,100.0,50.0,16.7,3.0,3.0,2.0,4.0,1.0,6.0,100.0,25.0,25.0,3.183333333333333,4.308333333333334,5.0,1.0,17.2,3.4,8301513.366666666,6,"6분위:2,440,600~2,983,558원",6806.0,106015.79307489272,155978.67803937642,194.53601050986197,43.84976052699469
20211,11440710,연남동,33.0,28.0,5.0,CS100008,분식,62.5,50.0,50.0,5.0,8.0,3.0,6.0,2.0,4.0,60.0,40.0,40.0,2.9916666666666667,3.9583333333333335,4.0,3.0,12.1,9.1,15800172.757575758,6,"6분위:2,440,600~2,983,558원",8854.0,104388.93452380155,150959.31445812611,240.56358584288213,44.56025330059165
20212,11440710,연남동,32.0,28.0,4.0,CS100008,분식,62.5,57.1,40.0,5.0,8.0,4.0,7.0,2.0,5.0,60.0,40.0,40.0,3.0833333333333335,4.1,2.0,4.0,6.3,12.5,16496005.59375,6,"6분위:2,440,600~2,983,558원",8854.0,109982.31977493374,162193.28733754848,240.56358584288213,44.56025330059165
20213,11440710,연남동,34.0,30.0,4.0,CS100008,분식,100.0,33.3,20.0,4.0,4.0,2.0,6.0,1.0,5.0,60.0,40.0,40.0,3.066666666666667,4.108333333333333,1.0,0.0,2.9,0.0,13643704.147058824,6,"6분위:2,440,600~2,983,558원",8854.0,106059.24125254768,0.0,240.56358584288213,44.56025330059165
20214,11440710,연남동,31.0,27.0,4.0,CS100008,분식,87.5,33.3,50.0,7.0,8.0,1.0,3.0,2.0,4.0,80.0,60.0,40.0,3.0,3.975,0.0,2.0,0.0,6.5,23442345.612903226,6,"6분위:2,440,600~2,983,558원",8854.0,106359.71791379889,143561.91851358913,240.56358584288213,42.15075606839328
20221,11440710,연남동,33.0,29.0,4.0,CS100008,분식,63.6,75.0,60.0,7.0,11.0,3.0,4.0,3.0,5.0,80.0,60.0,40.0,2.933333333333333,3.9166666666666665,1.0,0.0,3.0,0.0,17751611.575757574,6,"6분위:2,440,600~2,983,558원",8854.0,105110.30092593355,142436.39365825453,240.56358584288213,42.15075606839328
20222,11440710,연남동,32.0,28.0,4.0,CS100008,분식,63.6,50.0,40.0,7.0,11.0,3.0,6.0,2.0,5.0,60.0,40.0,40.0,2.95,3.875,3.0,4.0,9.4,12.5,17754439.3125,6,"6분위:2,440,600~2,983,558원",8854.0,105766.07031046847,151713.21041123473,240.56358584288213,42.15075606839328
20223,11440710,연남동,30.0,27.0,3.0,CS100008,분식,50.0,0.0,50.0,5.0,10.0,0.0,4.0,3.0,6.0,80.0,60.0,40.0,2.7333333333333334,3.925,2.0,3.0,6.7,10.0,26124790.266666666,6,"6분위:2,440,600~2,983,558원",8854.0,102504.56867876672,139320.8601845546,240.56358584288213,42.15075606839328
20224,11440710,연남동,31.0,27.0,4.0,CS100008,분식,87.5,33.3,50.0,7.0,8.0,1.0,3.0,2.0,4.0,80.0,60.0,40.0,3.0,3.975,0.0,2.0,0.0,6.5,23442345.612903226,6,"6분위:2,440,600~2,983,558원",8854.0,106359.71791379889,143561.91851358913,240.56358584288213,42.15075606839328
20231,11440710,연남동,32.0,29.0,3.0,CS100008,분식,66.7,37.5,16.7,4.0,6.0,3.0,8.0,1.0,6.0,100.0,50.0,16.7,2.525,3.841666666666667,1.0,2.0,3.1,6.3,21893325.65625,6,"6분위:2,440,600~2,983,558원",8854.0,102171.20855849405,132444.32825053175,271.79437689099177,35.80265759125527
20232,11440710,연남동,33.0,30.0,3.0,CS100008,분식,50.0,12.5,28.6,4.0,8.0,1.0,8.0,2.0,7.0,100.0,50.0,16.7,2.4833333333333334,3.808333333333333,4.0,1.0,12.1,3.0,25323058.90909091,6,"6분위:2,440,600~2,983,558원",8854.0,101315.15743928018,133328.5785190198,271.79437689099177,35.80265759125527
20233,11440710,연남동,30.0,28.0,2.0,CS100008,분식,50.0,25.0,16.7,5.0,10.0,1.0,4.0,1.0,6.0,100.0,50.0,16.7,2.65,3.9166666666666665,0.0,1.0,0.0,3.3,23987870.533333335,6,"6분위:2,440,600~2,983,558원",8854.0,100057.24542912186,134354.3521186685,271.79437689099177,35.80265759125527
20234,11440710,연남동,38.0,35.0,3.0,CS100008,분식,88.9,50.0,0.0,8.0,9.0,4.0,8.0,0.0,3.0,100.0,0.0,0.0,2.35,3.6166666666666667,4.0,2.0,10.5,5.3,16015611.894736841,6,"6분위:2,440,600~2,983,558원",8339.0,99606.77756516631,127791.22411810802,219.35692110052082,34.21177159820122
20241,11440710,연남동,36.0,33.0,3.0,CS100008,분식,80.0,36.4,25.0,4.0,5.0,4.0,11.0,1.0,4.0,100.0,0.0,0.0,2.3333333333333335,3.691666666666667,6.0,3.0,16.7,8.3,13970219.138888888,6,"6분위:2,440,600~2,983,558원",8339.0,100798.24305549824,131332.16502894464,219.35692110052082,34.21177159820122
20242,11440710,연남동,33.0,30.0,3.0,CS100008,분식,83.3,36.4,16.7,5.0,6.0,4.0,11.0,1.0,6.0,100.0,50.0,16.7,2.475,3.8666666666666667,1.0,0.0,3.0,0.0,18466277.545454547,6,"6분위:2,440,600~2,983,558원",8339.0,103888.29969183203,134595.22248536564,219.35692110052082,34.21177159820122
20243,11440710,연남동,40.0,37.0,3.0,CS100008,분식,75.0,30.0,0.0,6.0,8.0,3.0,10.0,0.0,4.0,100.0,0.0,0.0,2.325,3.591666666666667,3.0,1.0,7.5,2.5,13159465.575,6,"6분위:2,440,600~2,983,558원",8339.0,98200.77414819825,126914.84085808312,219.35692110052082,34.21177159820122
20244,11440710,연남동,38.0,35.0,3.0,CS100008,분식,88.9,50.0,0.0,8.0,9.0,4.0,8.0,0.0,3.0,100.0,0.0,0.0,2.35,3.6166666666666667,4.0,2.0,10.5,5.3,16015611.894736841,6,"6분위:2,440,600~2,983,558원",8339.0,99606.77756516631,127791.22411810802,219.35692110052082,34.21177159820122
20191,11440710,연남동,131.0,126.0,5.0,CS100009,호프,78.6,66.7,33.3,33.0,42.0,18.0,27.0,7.0,21.0,85.7,38.1,23.8,3.058333333333333,3.5,0.0,6.0,0.0,4.6,16213505.688888889,7,"7분위:2,983,559~3,741,082원",8708.0,101545.51155287639,150442.13991051237,252.73463596449952,43.84976052699469
20192,11440710,연남동,137.0,132.0,5.0,CS100009,호프,83.3,82.1,35.3,35.0,42.0,23.0,28.0,6.0,17.0,85.7,38.1,23.8,2.975,3.4583333333333335,7.0,5.0,5.1,3.6,14401230.315789474,7,"7분위:2,983,559~3,741,082원",8708.0,103042.58160882548,154669.27685213037,252.73463596449952,43.84976052699469
20193,11440710,연남동,135.0,130.0,5.0,CS100009,호프,74.4,75.9,43.8,29.0,39.0,22.0,29.0,7.0,16.0,85.7,38.1,23.8,2.966666666666667,3.466666666666667,7.0,6.0,5.2,4.4,14219184.10638298,7,"7분위:2,983,559~3,741,082원",8767.0,106095.5690569716,167968.16550378475,256.34888181279706,43.84976052699469
20194,11440710,연남동,133.0,128.0,5.0,CS100009,호프,60.0,51.7,33.3,21.0,35.0,15.0,29.0,9.0,27.0,88.9,70.4,63.0,3.0416666666666665,3.45,13.0,11.0,9.8,8.3,20697442.802469134,6,"6분위:2,440,600~2,983,558원",6806.0,106015.79307489272,155978.67803937642,194.53601050986197,43.84976052699469
20201,11440710,연남동,131.0,126.0,5.0,CS100009,호프,70.5,56.5,21.7,31.0,44.0,13.0,23.0,5.0,23.0,88.9,70.4,63.0,3.0416666666666665,3.475,6.0,10.0,4.6,7.6,17215624.188235294,6,"6분위:2,440,600~2,983,558원",6806.0,105205.50695759554,154896.20526982652,194.53601050986197,43.84976052699469
20202,11440710,연남동,135.0,130.0,5.0,CS100009,호프,88.1,48.0,28.6,37.0,42.0,12.0,25.0,6.0,21.0,85.7,38.1,23.8,3.025,3.466666666666667,9.0,5.0,6.7,3.7,18178840.195652176,6,"6분위:2,440,600~2,983,558원",6806.0,104762.6846137037,153544.0552759825,194.53601050986197,43.84976052699469
20203,11440710,연남동,135.0,130.0,5.0,CS100009,호프,45.8,58.8,42.3,11.0,24.0,20.0,34.0,11.0,26.0,88.9,70.4,63.0,3.033333333333333,3.441666666666667,8.0,9.0,5.9,6.7,21875352.116883118,6,"6분위:2,440,600~2,983,558원",6806.0,106939.43368056876,157156.45715051593,194.53601050986197,43.84976052699469
20204,11440710,연남동,133.0,128.0,5.0,CS100009,호프,60.0,51.7,33.3,21.0,35.0,15.0,29.0,9.0,27.0,88.9,70.4,63.0,3.0416666666666665,3.45,13.0,11.0,9.8,8.3,20697442.802469134,6,"6분위:2,440,600~2,983,558원",6806.0,106015.79307489272,155978.67803937642,194.53601050986197,43.84976052699469
20211,11440710,연남동,143.0,138.0,5.0,CS100009,호프,74.4,45.2,48.1,29.0,39.0,19.0,42.0,13.0,27.0,72.0,48.0,28.0,3.0,3.3916666666666666,6.0,3.0,4.2,2.1,20659545.3006993,6,"6분위:2,440,600~2,983,558원",8854.0,104388.93452380155,150959.31445812611,240.56358584288213,44.56025330059165
20212,11440710,연남동,140.0,135.0,5.0,CS100009,호프,67.9,42.9,57.1,19.0,28.0,18.0,42.0,16.0,28.0,72.0,48.0,28.0,2.9916666666666667,3.375,13.0,10.0,9.3,7.1,30269866.12857143,6,"6분위:2,440,600~2,983,558원",8854.0,109982.31977493374,162193.28733754848,240.56358584288213,44.56025330059165
20213,11440710,연남동,137.0,132.0,5.0,CS100009,호프,50.0,41.0,58.6,11.0,22.0,16.0,39.0,17.0,29.0,72.0,48.0,28.0,3.0,3.408333333333333,11.0,8.0,8.0,5.8,23047601.81751825,6,"6분위:2,440,600~2,983,558원",8854.0,106059.24125254768,0.0,240.56358584288213,44.56025330059165
20214,11440710,연남동,153.0,148.0,5.0,CS100009,호프,90.2,37.1,13.8,37.0,41.0,13.0,35.0,4.0,29.0,79.5,41.0,25.6,3.0,3.3916666666666666,13.0,5.0,8.5,3.3,33368630.248366013,6,"6분위:2,440,600~2,983,558원",8854.0,106359.71791379889,143561.91851358913,240.56358584288213,42.15075606839328
20221,11440710,연남동,145.0,140.0,5.0,CS100009,호프,85.4,40.9,17.4,35.0,41.0,18.0,44.0,4.0,23.0,79.5,41.0,25.6,3.0416666666666665,3.4166666666666665,6.0,3.0,4.1,2.1,24196111.151724137,6,"6분위:2,440,600~2,983,558원",8854.0,105110.30092593355,142436.39365825453,240.56358584288213,42.15075606839328
20222,11440710,연남동,142.0,137.0,5.0,CS100009,호프,80.6,42.9,28.0,29.0,36.0,18.0,42.0,7.0,25.0,72.0,48.0,28.0,3.0166666666666666,3.408333333333333,5.0,6.0,3.5,4.2,33873889.16197183,6,"6분위:2,440,600~2,983,558원",8854.0,105766.07031046847,151713.21041123473,240.56358584288213,42.15075606839328
20223,11440710,연남동,151.0,147.0,4.0,CS100009,호프,86.1,29.2,23.5,31.0,36.0,7.0,24.0,8.0,34.0,79.5,41.0,25.6,2.975,3.408333333333333,5.0,7.0,3.3,4.6,33533413.437086094,6,"6분위:2,440,600~2,983,558원",8854.0,102504.56867876672,139320.8601845546,240.56358584288213,42.15075606839328
20224,11440710,연남동,153.0,148.0,5.0,CS100009,호프,90.2,37.1,13.8,37.0,41.0,13.0,35.0,4.0,29.0,79.5,41.0,25.6,3.0,3.3916666666666666,13.0,5.0,8.5,3.3,33368630.248366013,6,"6분위:2,440,600~2,983,558원",8854.0,106359.71791379889,143561.91851358913,240.56358584288213,42.15075606839328
20231,11440710,연남동,169.0,166.0,3.0,CS100009,호프,79.3,53.8,35.7,23.0,29.0,21.0,39.0,15.0,42.0,88.1,42.9,35.7,2.8583333333333334,3.3666666666666667,11.0,9.0,6.5,5.3,22691349.112426035,6,"6분위:2,440,600~2,983,558원",8854.0,102171.20855849405,132444.32825053175,271.79437689099177,35.80265759125527
20232,11440710,연남동,167.0,163.0,4.0,CS100009,호프,80.0,50.0,35.7,24.0,30.0,14.0,28.0,15.0,42.0,88.1,42.9,35.7,2.875,3.3833333333333333,17.0,6.0,10.2,3.6,24809375.92215569,6,"6분위:2,440,600~2,983,558원",8854.0,101315.15743928018,133328.5785190198,271.79437689099177,35.80265759125527
20233,11440710,연남동,156.0,152.0,4.0,CS100009,호프,83.3,31.8,28.2,25.0,30.0,7.0,22.0,11.0,39.0,88.1,42.9,35.7,2.933333333333333,3.425,9.0,8.0,5.8,5.1,28003663.897435896,6,"6분위:2,440,600~2,983,558원",8854.0,100057.24542912186,134354.3521186685,271.79437689099177,35.80265759125527
