law,query,expected_articles,returned_article,match,snippet,f1,human_verdict,action
부가가치세법,매입세액 공제 요건,제38조,제41조,,제41조(공통매입세액 재계산) 감가상각자산에 대하여 공통매입세액의 안분계산에 따라 매입세액이 공제된 후 공통매 입세액 안분기준에 따른 비율과 감가상각자산의 취득일이 속하는 과세기간(그 후의 과세기간에 재계산한 때는,0.0,X,무관 (미매핑)
부가가치세법,매입세액 공제 요건,제38조,제43조,,제43조(면세사업등을 위한 감가상각자산의 과세사업 전환 시 매입세액공제 특례) 사업자는 제39조제1항제7호에 따라 매입세액이 공제되지 아니한 면세사업등을 위한 감가상각자산을 과세사업에 사용하거나 소비하는 경우 대통령,0.0,X,무관 (미매핑)
부가가치세법,매입세액 공제 요건,제38조,,MISS,[미반환] 기대 조문: 제38조,0.0,,정답 유지
개인정보보호법,개인정보 수집 이용 동의 목적 개인정보보호법,제15조 / 제16조,제26조,,제26조(업무위탁에 따른 개인정보의 처리 제한),0.571,X,무관
개인정보보호법,개인정보 수집 이용 동의 목적 개인정보보호법,제15조 / 제16조,제15조,정답,"[제15조] ③ 개인정보처리자는 당초 수집 목적과 합리적으로 관련된 범위에서 정보주체에게 불이익이 발생하는지 여부, 암호 화 등 안전성 확보에 필요한 조치를 하였는지 여부 등을 고려하여 대통령령으로 정하는 바에 따라",0.571,O,
개인정보보호법,개인정보 수집 이용 동의 목적 개인정보보호법,제15조 / 제16조,제28조의2,,[제28조의2] ③ 개인정보 처리방침의 내용과 개인정보처리자와 정보주체 간에 체결한 계약의 내용이 다른 경우에는 정보주체에 게 유리한 것을 적용한다. 개인정보 보호법,0.571,X,무관
개인정보보호법,개인정보 수집 이용 동의 목적 개인정보보호법,제15조 / 제16조,제16조,정답,제16조(개인정보의 수집 제한) ① 개인정보처리자는 제15조제1항 각 호의 어느 하나에 해당하여 개인정보를 수집하는 경우에는 그 목적에 필요한 최소한의 개인정보를 수집하여야 한다. 이 경우 최소한의 개인정보 수집이라,0.571,O,
개인정보보호법,개인정보 수집 이용 동의 목적 개인정보보호법,제15조 / 제16조,제37조,,[제37조] ① 정보주체는 개인정보처리자에 대하여 자신의 개인정보 처리의 정지를 요구하거나 개인정보 처리에 대한 동의를 철회할 수 있다. 이 경우 공공기관에 대해서는 제32조에 따라 등록 대상이 되는 개인 정보파일,0.571,X,무관 (전문가)
개인정보보호법,고객 개인정보 수집 동의 절차,제15조,제35조의2,,"[제35조의2] 제15조제1항제2호ㆍ제3호, 제23조제1항제2호 또는 제24조제1항제2호에 따라 처리되는 개인정보 중 정보주 체의 이익이나 공익적 목적을 위하여 관계 중앙행정기관의 장의 요청에 따라 보호위원회가 심의",0.0,X,무관 (미매핑)
개인정보보호법,고객 개인정보 수집 동의 절차,제15조,제31조,,"[제31조] ⑨ 제1항에 따른 개인정보 보호책임자의 자격요건, 제3항에 따른 업무 및 제6항에 따른 독립성 보장 등에 필요한 사 항은 매출액, 개인정보의 보유 규모 등을 고려하여 대통령령으로 정한다.<개정 2023.",0.0,X,무관 (전문가)
개인정보보호법,고객 개인정보 수집 동의 절차,제15조,제16조,,제16조(개인정보의 수집 제한) ① 개인정보처리자는 제15조제1항 각 호의 어느 하나에 해당하여 개인정보를 수집하는 경우에는 그 목적에 필요한 최소한의 개인정보를 수집하여야 한다. 이 경우 최소한의 개인정보 수집이라,0.0,O,정답에 추가
개인정보보호법,고객 개인정보 수집 동의 절차,제15조,제22조의2,,"제22조의2(아동의 개인정보 보호) ① 개인정보처리자는 만 14세 미만 아동의 개인정보를 처리하기 위하여 이 법에 따 른 동의를 받아야 할 때에는 그 법정대리인의 동의를 받아야 하며, 법정대리인이 동의하였는지를 확인",0.0,X,무관 (미매핑)
개인정보보호법,고객 개인정보 수집 동의 절차,제15조,,MISS,[미반환] 기대 조문: 제15조,0.0,,정답 유지
개인정보보호법,최소한의 개인정보 수집 원칙,제16조,제28조의2,,"제28조의2(가명정보의 처리 등) ① 개인정보처리자는 통계작성, 과학적 연구, 공익적 기록보존 등을 위하여 정보주체의 동의 없이 가명정보를 처리할 수 있다. ② 개인정보처리자는 제1항에 따라 가명정보를 제3자에게 제",0.333,X,무관
개인정보보호법,최소한의 개인정보 수집 원칙,제16조,제35조의2,,호위원회가 심의ㆍ의결하여 전송 요구의 대상으로 지정한 개인정보 2. 전송을 요구하는 개인정보가 개인정보처리자가 수집한 개인정보를 기초로 분석ㆍ가공하여 별도로 생성한 정보 가 아닐 것 3. 전송을 요구하는 개인정보가,0.333,X,무관 (미매핑)
개인정보보호법,최소한의 개인정보 수집 원칙,제16조,제16조,정답,제16조(개인정보의 수집 제한) ① 개인정보처리자는 제15조제1항 각 호의 어느 하나에 해당하여 개인정보를 수집하는 경우에는 그 목적에 필요한 최소한의 개인정보를 수집하여야 한다. 이 경우 최소한의 개인정보 수집이라,0.333,O,
개인정보보호법,최소한의 개인정보 수집 원칙,제16조,제28조,,"제28조(개인정보취급자에 대한 감독) ① 개인정보처리자는 개인정보를 처리함에 있어서 개인정보가 안전하게 관리될 수 있도록 임직원, 파견근로자, 시간제근로자 등 개인정보처리자의 지휘ㆍ감독을 받아 개인정보를 처리하는 자",0.333,X,무관 (미매핑)
개인정보보호법,최소한의 개인정보 수집 원칙,제16조,제21조,,"제21조(개인정보의 파기) ① 개인정보처리자는 보유기간의 경과, 개인정보의 처리 목적 달성, 가명정보의 처리 기간 경 과 등 그 개인정보가 불필요하게 되었을 때에는 지체 없이 그 개인정보를 파기하여야 한다. 다만,",0.333,X,무관 (전문가)
개인정보보호법,동의 없이 수집 가능한 경우,제15조,제29조,,[제29조] 제45조제2항에 따른 출입ㆍ조사ㆍ열람을 정당한 사유 없이 거부ㆍ방해 또는 기피한 자.,0.0,X,무관 (미매핑)
개인정보보호법,동의 없이 수집 가능한 경우,제15조,제37조,,"[제37조] ③ 개인정보처리자는 정보주체가 제1항에 따라 동의를 철회한 때에는 지체 없이 수집된 개인정보를 복구ㆍ재생할 수 없도록 파기하는 등 필요한 조치를 하여야 한다. 다만, 제2항 각 호의 어느 하나에 해당하는",0.0,X,무관 (전문가)
개인정보보호법,동의 없이 수집 가능한 경우,제15조,제64조의2,,개인정보가 유출등이 되지 아니하도록 개인정보 처리자가,0.0,X,무관 (미매핑)
개인정보보호법,동의 없이 수집 가능한 경우,제15조,제34조,,제34조(개인정보 유출 등의 통지ㆍ신고) ① 개인정보처리자는 개인정보가 분실ㆍ도난ㆍ유출(이하 이 조에서 “유출등 ”이라 한다)되었음을 알게 되었을 때에는 지체 없이 해당 정보주체에게 다음 각 호의 사항을 알려야 한다,0.0,X,무관 (전문가)
개인정보보호법,동의 없이 수집 가능한 경우,제15조,제22조의2,,"제22조의2(아동의 개인정보 보호) ① 개인정보처리자는 만 14세 미만 아동의 개인정보를 처리하기 위하여 이 법에 따 른 동의를 받아야 할 때에는 그 법정대리인의 동의를 받아야 하며, 법정대리인이 동의하였는지를 확인",0.0,X,무관 (미매핑)
개인정보보호법,동의 없이 수집 가능한 경우,제15조,,MISS,[미반환] 기대 조문: 제15조,0.0,,정답 유지
개인정보보호법,CCTV 영상정보처리기기 설치 운영 개인정보보호법,제25조 / 제25조의2,제25조의2,정답,[제25조의2] ① 업무를 목적으로 이동형 영상정보처리기기를 운영하려는 자는 다음 각 호의 경우를 제외하고는 공개된 장소에서 이동형 영상정보처리기기로 사람 또는 그 사람과 관련된 사물의 영상(개인정보에 해당하는 경우,1.0,O,
개인정보보호법,CCTV 영상정보처리기기 설치 운영 개인정보보호법,제25조 / 제25조의2,제25조,정답,"[제25조] ⑦ 고정형영상정보처리기기운영자는 대통령령으로 정하는 바에 따라 고정형 영상정보처리기기 운영ㆍ관리 방침을 마련하여야 한다. 다만, 제30조에 따른 개인정보 처리방침을 정할 때 고정형 영상정보처리기기 운영ㆍ",1.0,O,
개인정보보호법,CCTV 안내판 부착 의무,제25조,제25조의2,,"[제25조의2] ③ 제1항 각 호에 해당하여 이동형 영상정보처리기기로 사람 또는 그 사람과 관련된 사물의 영상을 촬영하는 경우 에는 불빛, 소리, 안내판 등 대통령령으로 정하는 바에 따라 촬영 사실을 표시하고 알려야",0.0,O,정답에 추가
개인정보보호법,CCTV 안내판 부착 의무,제25조,제28조의4,,제28조의4(가명정보에 대한 안전조치의무 등) ① 개인정보처리자는,0.0,X,무관 (미매핑)
개인정보보호법,CCTV 안내판 부착 의무,제25조,제2조,,7의2. “이동형 영상정보처리기기”란 사람이 신체에 착용 또는 휴대하거나 이동 가능한 물체에 부착 또는 거치(据置 )하여 사람 또는 사물의 영상 등을 촬영하거나 이를 유ㆍ무선망을 통하여 전송하는 장치로서 대통령령으로,0.0,X,무관 (미매핑)
개인정보보호법,CCTV 안내판 부착 의무,제25조,,MISS,[미반환] 기대 조문: 제25조,0.0,,정답 유지
개인정보보호법,매장 CCTV 설치 시 필요한 절차,제25조,제25조의2,,"[제25조의2] ③ 제1항 각 호에 해당하여 이동형 영상정보처리기기로 사람 또는 그 사람과 관련된 사물의 영상을 촬영하는 경우 에는 불빛, 소리, 안내판 등 대통령령으로 정하는 바에 따라 촬영 사실을 표시하고 알려야",0.5,O,정답에 추가
개인정보보호법,매장 CCTV 설치 시 필요한 절차,제25조,제25조,정답,[제25조] ④ 제1항 각 호에 따라 고정형 영상정보처리기기를 설치ㆍ운영하는 자(이하 “고정형영상정보처리기기운영자”라 한 다)는 정보주체가 쉽게 인식할 수 있도록 다음 각 호의 사항이 포함된 안내판을 설치하는 등 필,0.5,O,
개인정보보호법,매장 CCTV 설치 시 필요한 절차,제25조,제38조,,"[제38조] ④ 개인정보처리자는 정보주체가 열람등요구를 할 수 있는 구체적인 방법과 절차를 마련하고, 이를 정보주체가 알 수 있도록 공개하여야 한다. 이 경우 열람등요구의 방법과 절차는 해당 개인정보의 수집 방법과",0.5,X,무관 (미매핑)
개인정보보호법,CCTV 영상 보관 기간,제25조,제25조의2,,"[제25조의2] ③ 제1항 각 호에 해당하여 이동형 영상정보처리기기로 사람 또는 그 사람과 관련된 사물의 영상을 촬영하는 경우 에는 불빛, 소리, 안내판 등 대통령령으로 정하는 바에 따라 촬영 사실을 표시하고 알려야",0.5,O,정답에 추가
개인정보보호법,CCTV 영상 보관 기간,제25조,제25조,정답,"[제25조] ⑤ 고정형영상정보처리기기운영자는 고정형 영상정보처리기기의 설치 목적과 다른 목적으로 고정형 영상정보처리 기기를 임의로 조작하거나 다른 곳을 비춰서는 아니 되며, 녹음기능은 사용할 수 없다.<개정 2023",0.5,O,
개인정보보호법,CCTV 영상 보관 기간,제25조,제32조의2,,개인정보 보호법 [본조신설 2015. 7. 24.],0.5,X,무관 (미매핑)
개인정보보호법,개인정보 처리방침 수립 공개 의무 개인정보보호법,제30조 / 제31조,제26조,,제26조(업무위탁에 따른 개인정보의 처리 제한),0.286,X,무관
개인정보보호법,개인정보 처리방침 수립 공개 의무 개인정보보호법,제30조 / 제31조,제28조의2,,[제28조의2] ③ 개인정보 처리방침의 내용과 개인정보처리자와 정보주체 간에 체결한 계약의 내용이 다른 경우에는 정보주체에 게 유리한 것을 적용한다. 개인정보 보호법,0.286,O,정답에 추가
개인정보보호법,개인정보 처리방침 수립 공개 의무 개인정보보호법,제30조 / 제31조,제5조,,법령 또는 조례를 적용할 때에는 정보주체의 권리가 보장될 수 있도록 개인정보 보호 원칙에 맞게 적용하여야 한다.<개정 2023. 3. 14.>,0.286,X,무관
개인정보보호법,개인정보 처리방침 수립 공개 의무 개인정보보호법,제30조 / 제31조,제30조,정답,제30조(개인정보 처리방침의 수립 및 공개) ① 개인정보처리자는 다음 각 호의 사항이 포함된 개인정보의 처리 방침(이 하 “개인정보 처리방침”이라 한다)을 정하여야 한다. 이 경우 공공기관은 제32조에 따라 등록대상,0.286,O,
개인정보보호법,개인정보 처리방침 수립 공개 의무 개인정보보호법,제30조 / 제31조,제30조의2,,"제30조의2(개인정보 처리방침의 평가 및 개선권고) ① 보호위원회는 개인정보 처리방침에 관하여 다음 각 호의 사항을 평가하고, 평가 결과 개선이 필요하다고 인정하는 경우에는 개인정보처리자에게 제61조제2항에 따라 개",0.286,X,무관 (미매핑)
개인정보보호법,개인정보 처리방침 수립 공개 의무 개인정보보호법,제30조 / 제31조,,MISS,[미반환] 기대 조문: 제31조,0.286,,정답 유지
개인정보보호법,개인정보 처리방침 필수 기재 항목,제30조,제27조,,제27조(영업양도 등에 따른 개인정보의 이전 제한),0.333,X,무관 (미매핑)
개인정보보호법,개인정보 처리방침 필수 기재 항목,제30조,제26조,,제26조(업무위탁에 따른 개인정보의 처리 제한),0.333,X,무관
개인정보보호법,개인정보 처리방침 필수 기재 항목,제30조,제33조,,[제33조] ⑤ 공공기관의 장은 제1항에 따라 영향평가를 한 개인정보파일을 제32조제1항에 따라 등록할 때에는 영향평가 결 과를 함께 첨부하여야 한다.<개정 2023. 3. 14.>,0.333,X,무관 (미매핑)
개인정보보호법,개인정보 처리방침 필수 기재 항목,제30조,제30조,정답,제30조(개인정보 처리방침의 수립 및 공개) ① 개인정보처리자는 다음 각 호의 사항이 포함된 개인정보의 처리 방침(이 하 “개인정보 처리방침”이라 한다)을 정하여야 한다. 이 경우 공공기관은 제32조에 따라 등록대상,0.333,O,
개인정보보호법,개인정보 처리방침 필수 기재 항목,제30조,제21조,,"제21조(개인정보의 파기) ① 개인정보처리자는 보유기간의 경과, 개인정보의 처리 목적 달성, 가명정보의 처리 기간 경 과 등 그 개인정보가 불필요하게 되었을 때에는 지체 없이 그 개인정보를 파기하여야 한다. 다만,",0.333,O,정답에 추가
개인정보보호법,개인정보보호 책임자 지정 의무,제31조,제31조,정답,"[제31조] ① 개인정보처리자는 개인정보의 처리 및 보호에 관한 업무를 총괄해서 담당 할 개인정보 보호책임자를 지정하여야 한다. 다만, 종업원 수, 매출액 등이 대통령령으로 정하는 기준에 해당하는 개 인정보처리자의",0.667,O,
개인정보보호법,개인정보보호 책임자 지정 의무,제31조,제35조의3,,[제35조의3] ① 다음 각 호의 업무를 수행하려는 자는 보호위원회 또는 관계 중앙행정기관의 장 으로부터 개인정보관리 전문기관의 지정을 받아야 한다. 개인정보 보호법 1. 제35조의2에 따른 개인정보의 전송 요구권,0.667,X,무관 (미매핑)
개인정보보호법,개인정보 파기 의무,제21조,제28조의4,,제28조의4(가명정보에 대한 안전조치의무 등) ① 개인정보처리자는,0.333,X,무관 (미매핑)
개인정보보호법,개인정보 파기 의무,제21조,제35조,,[제35조] ① 정보주체는 개인정보처리자가 처리하는 자신의 개인정보에 대한 열람을 해당 개인정보처 리자에게 요구할 수 있다.,0.333,O,정답에 추가
개인정보보호법,개인정보 파기 의무,제21조,제38조,,[제38조] ⑤ 개인정보처리자는 정보주체가 열람등요구에 대한 거절 등 조치에 대하여 불복이 있는 경우 이의를 제기할 수 있 도록 필요한 절차를 마련하고 안내하여야 한다.,0.333,X,무관 (미매핑)
개인정보보호법,개인정보 파기 의무,제21조,제21조,정답,"제21조(개인정보의 파기) ① 개인정보처리자는 보유기간의 경과, 개인정보의 처리 목적 달성, 가명정보의 처리 기간 경 과 등 그 개인정보가 불필요하게 되었을 때에는 지체 없이 그 개인정보를 파기하여야 한다. 다만,",0.333,O,
개인정보보호법,개인정보 파기 의무,제21조,제30조,,제30조(개인정보 처리방침의 수립 및 공개) ① 개인정보처리자는 다음 각 호의 사항이 포함된 개인정보의 처리 방침(이 하 “개인정보 처리방침”이라 한다)을 정하여야 한다. 이 경우 공공기관은 제32조에 따라 등록대상,0.333,O,정답에 추가
개인정보보호법,개인정보 제3자 제공 동의,제17조,제45조,,[제45조] ⑤ 분쟁조정위원회는 필요하다고 인정하면 분쟁당사자나 참고인을 위원회에 출석하도록 하여 그 의견을 들을 수 있다.<개정 2023. 3. 14.> [제목개정 2023. 3. 14.] 개인정보 보호법,0.0,X,무관 (미매핑)
개인정보보호법,개인정보 제3자 제공 동의,제17조,제11조의2,,[제11조의2] ⑤ 그 밖에 개인정보 보호수준 평가의 기준ㆍ방법ㆍ절차 및 제2항에 따른 자료 제출의 범위 등에 필요한 사항은 대 통령령으로 정한다. [본조신설 2023. 3. 14.],0.0,X,무관 (미매핑)
개인정보보호법,개인정보 제3자 제공 동의,제17조,제33조,,[제33조] ③ 영향평가를 하는 경우에는 다음 각 호의 사항을 고려하여야 한다.<개정 2023. 3. 14.> 1. 처리하는 개인정보의 수 2. 개인정보의 제3자 제공 여부 3. 정보주체의 권리를 해할 가능성 및 그,0.0,X,무관 (미매핑)
개인정보보호법,개인정보 제3자 제공 동의,제17조,제31조,,"⑨ 제1항에 따른 개인정보 보호책임자의 자격요건, 제3항에 따른 업무 및 제6항에 따른 독립성 보장 등에 필요한 사 항은 매출액, 개인정보의 보유 규모 등을 고려하여 대통령령으로 정한다.<개정 2023. 3. 14.",0.0,X,무관 (전문가)
개인정보보호법,개인정보 제3자 제공 동의,제17조,제19조,,제19조(개인정보를 제공받은 자의 이용ㆍ제공 제한) 개인정보처리자로부터 개인정보를 제공받은 자는 다음 각 호의 어 느 하나에 해당하는 경우를 제외하고는 개인정보를 제공받은 목적 외의 용도로 이용하거나 이를 제3자에게,0.0,X,무관 (미매핑)
개인정보보호법,개인정보 제3자 제공 동의,제17조,,MISS,[미반환] 기대 조문: 제17조,0.0,,정답 유지
개인정보보호법,개인정보보호법 위반 과태료 벌칙,제71조 / 제75조,제26조,,제26조(업무위탁에 따른 개인정보의 처리 제한),0.0,X,무관
개인정보보호법,개인정보보호법 위반 과태료 벌칙,제71조 / 제75조,제39조의2,,제39조의2(법정손해배상의 청구) ① 제39조제1항에도 불구하고 정보주체는 개인정보처리자의 고의 또는 과실로 인하 여 개인정보가 분실ㆍ도난ㆍ유출ㆍ위조ㆍ변조 또는 훼손된 경우에는 300만원 이하의 범위에서 상당한 금액,0.0,X,무관 (미매핑)
개인정보보호법,개인정보보호법 위반 과태료 벌칙,제71조 / 제75조,제29조,,함한다)을 위반하여 관련 기록을 작성하여 보관하지 아 니한 자 8. 제30조제1항 또는 제2항(제26조제8항에 따라 준용되는 경우를 포함한다)을 위반하여 개인정보 처리방침을 정하 지 아니하거나 이를 공개하지 아니한,0.0,X,무관
개인정보보호법,개인정보보호법 위반 과태료 벌칙,제71조 / 제75조,제76조,,제76조(과태료에 관한 규정 적용의 특례) 제75조의 과태료에 관한 규정을 적용할 때 제64조의2에 따라 과징금을 부과 한 행위에 대하여는 과태료를 부과할 수 없다. <개정 2023. 3. 14.> [본조신설 201,0.0,X,무관 (미매핑)
개인정보보호법,개인정보보호법 위반 과태료 벌칙,제71조 / 제75조,,MISS,[미반환] 기대 조문: 제71조,0.0,,정답 유지
개인정보보호법,개인정보보호법 위반 과태료 벌칙,제71조 / 제75조,,MISS,[미반환] 기대 조문: 제75조,0.0,,정답 유지
개인정보보호법,개인정보 유출 통지 신고 의무,제34조,제28조의4,,제28조의4(가명정보에 대한 안전조치의무 등) ① 개인정보처리자는,0.4,X,무관 (미매핑)
개인정보보호법,개인정보 유출 통지 신고 의무,제34조,제34조,정답,"[제34조] ① 개인정보처리자는 개인정보가 분실ㆍ도난ㆍ유출(이하 이 조에서 “유출등 ”이라 한다)되었음을 알게 되었을 때에는 지체 없이 해당 정보주체에게 다음 각 호의 사항을 알려야 한다. 다만, 정보 주체의 연락처",0.4,O,
개인정보보호법,개인정보 유출 통지 신고 의무,제34조,제20조의2,,제20조의2(개인정보 이용ㆍ제공 내역의 통지) ① 대통령령으로 정하는 기준에 해당하는 개인정보처리자는 이 법에 따 라 수집한 개인정보의 이용ㆍ제공 내역이나 이용ㆍ제공 내역을 확인할 수 있는 정보시스템에 접속하는 방법,0.4,X,무관 (미매핑)
개인정보보호법,개인정보 유출 통지 신고 의무,제34조,제28조,,"제28조(개인정보취급자에 대한 감독) ① 개인정보처리자는 개인정보를 처리함에 있어서 개인정보가 안전하게 관리될 수 있도록 임직원, 파견근로자, 시간제근로자 등 개인정보처리자의 지휘ㆍ감독을 받아 개인정보를 처리하는 자",0.4,X,무관 (미매핑)
개인정보보호법,고객 개인정보 열람 정정 삭제 요구,제35조 / 제36조 / 제37조,제26조,,제26조(업무위탁에 따른 개인정보의 처리 제한),0.571,X,무관
개인정보보호법,고객 개인정보 열람 정정 삭제 요구,제35조 / 제36조 / 제37조,제36조,정답,"[제36조] ① 제35조에 따라 자신의 개인정보를 열람한 정보주체는 개인정보처리자에게 그 개인 정보의 정정 또는 삭제를 요구할 수 있다. 다만, 다른 법령에서 그 개인정보가 수집 대상으로 명시되어 있는 경우에 는 그",0.571,O,
개인정보보호법,고객 개인정보 열람 정정 삭제 요구,제35조 / 제36조 / 제37조,제28조의4,,제28조의4(가명정보에 대한 안전조치의무 등) ① 개인정보처리자는,0.571,X,무관 (미매핑)
개인정보보호법,고객 개인정보 열람 정정 삭제 요구,제35조 / 제36조 / 제37조,제35조,정답,[제35조] ③ 개인정보처리자는 제1항 및 제2항에 따른 열람을 요구받았을 때에는 대통령령으로 정하는 기간 내에 정보주체 가 해당 개인정보를 열람할 수 있도록 하여야 한다. 이 경우 해당 기간 내에 열람할 수 없는,0.571,O,
개인정보보호법,고객 개인정보 열람 정정 삭제 요구,제35조 / 제36조 / 제37조,,MISS,[미반환] 기대 조문: 제37조,0.571,,정답 유지
개인정보보호법,마케팅 목적 개인정보 활용 동의,제15조 / 제22조,제27조,,[제27조] ③ 영업양수자등은 영업의 양도ㆍ합병 등으로 개인정보를 이전받은 경우에는 이전 당시의 본래 목적으로만 개인정 보를 이용하거나 제3자에게 제공할 수 있다. 이 경우 영업양수자등은 개인정보처리자로 본다.,0.0,X,무관 (미매핑)
개인정보보호법,마케팅 목적 개인정보 활용 동의,제15조 / 제22조,제5조,,법령 또는 조례를 적용할 때에는 정보주체의 권리가 보장될 수 있도록 개인정보 보호 원칙에 맞게 적용하여야 한다.<개정 2023. 3. 14.>,0.0,X,무관
개인정보보호법,마케팅 목적 개인정보 활용 동의,제15조 / 제22조,제35조의2,,호위원회가 심의ㆍ의결하여 전송 요구의 대상으로 지정한 개인정보 2. 전송을 요구하는 개인정보가 개인정보처리자가 수집한 개인정보를 기초로 분석ㆍ가공하여 별도로 생성한 정보 가 아닐 것 3. 전송을 요구하는 개인정보가,0.0,X,무관 (미매핑)
개인정보보호법,마케팅 목적 개인정보 활용 동의,제15조 / 제22조,제31조,,"[제31조] ⑨ 제1항에 따른 개인정보 보호책임자의 자격요건, 제3항에 따른 업무 및 제6항에 따른 독립성 보장 등에 필요한 사 항은 매출액, 개인정보의 보유 규모 등을 고려하여 대통령령으로 정한다.<개정 2023.",0.0,X,무관 (전문가)
개인정보보호법,마케팅 목적 개인정보 활용 동의,제15조 / 제22조,제16조,,제16조(개인정보의 수집 제한) ① 개인정보처리자는 제15조제1항 각 호의 어느 하나에 해당하여 개인정보를 수집하는 경우에는 그 목적에 필요한 최소한의 개인정보를 수집하여야 한다. 이 경우 최소한의 개인정보 수집이라,0.0,O,정답에 추가
개인정보보호법,마케팅 목적 개인정보 활용 동의,제15조 / 제22조,,MISS,[미반환] 기대 조문: 제15조,0.0,,정답 유지
개인정보보호법,마케팅 목적 개인정보 활용 동의,제15조 / 제22조,,MISS,[미반환] 기대 조문: 제22조,0.0,,정답 유지
장애인편의법,대상시설 편의시설 설치 공공건물 공중이용시설 장애인편의법,제7조 / 제8조,제3조,,제3조(편의시설 설치의 기본 원칙) 다음 각 호의 자(이하 “시설주등”이라 한다)는 장애인등이 공공건물 및 공중이용시설 을 이용할 때 가능하면 최대한 편리한 방법으로 최단거리로 이동할 수 있도록 편의시설을 설치하여야,0.333,O,정답에 추가
장애인편의법,대상시설 편의시설 설치 공공건물 공중이용시설 장애인편의법,제7조 / 제8조,제17조,,[제17조] ① 시설주등은 주차장 관계 법령과 제8조에 따른 편의시설의 설치기준에 따라 해당 대 상시설에 장애인전용주차구역을 설치하여야 한다.,0.333,O,정답에 추가
장애인편의법,대상시설 편의시설 설치 공공건물 공중이용시설 장애인편의법,제7조 / 제8조,제7조,정답,제7조(대상시설) 편의시설을 설치하여야 하는 대상(이하 “대상시설”이라 한다)은 다음 각 호의 어느 하나에 해당하는 것 으로서 대통령령으로 정하는 것을 말한다. 1. 공원 2. 공공건물 및 공중이용시설 3. 공동주택,0.333,O,
장애인편의법,대상시설 편의시설 설치 공공건물 공중이용시설 장애인편의법,제7조 / 제8조,제12조,,제12조(설치계획의 수립ㆍ시행 및 보고) ① 시설주관기관은 편의시설 설치를 촉진하기 위하여 소관 대상시설에 대한 편의시설 설치계획을 수립ㆍ시행하여야 한다. ② 제1항에 따른 편의시설 설치계획에는 다음 각 호의 사항이,0.333,X,무관 (미매핑)
장애인편의법,대상시설 편의시설 설치 공공건물 공중이용시설 장애인편의법,제7조 / 제8조,,MISS,[미반환] 기대 조문: 제8조,0.333,,정답 유지
장애인편의법,편의시설 설치 의무 대상 300제곱미터,제7조,제3조,,제3조(편의시설 설치의 기본 원칙) 다음 각 호의 자(이하 “시설주등”이라 한다)는 장애인등이 공공건물 및 공중이용시설 을 이용할 때 가능하면 최대한 편리한 방법으로 최단거리로 이동할 수 있도록 편의시설을 설치하여야,0.0,O,정답에 추가
장애인편의법,편의시설 설치 의무 대상 300제곱미터,제7조,제17조,,[제17조] ① 시설주등은 주차장 관계 법령과 제8조에 따른 편의시설의 설치기준에 따라 해당 대 상시설에 장애인전용주차구역을 설치하여야 한다.,0.0,O,정답에 추가
장애인편의법,편의시설 설치 의무 대상 300제곱미터,제7조,제12조,,제12조(설치계획의 수립ㆍ시행 및 보고) ① 시설주관기관은 편의시설 설치를 촉진하기 위하여 소관 대상시설에 대한 편의시설 설치계획을 수립ㆍ시행하여야 한다. ② 제1항에 따른 편의시설 설치계획에는 다음 각 호의 사항이,0.0,X,무관 (미매핑)
장애인편의법,편의시설 설치 의무 대상 300제곱미터,제7조,제9조,,제9조(시설주등의 의무) 시설주등은 대상시설을 설치하거나 대통령령으로 정하는 주요 부분을 변경(용도변경을 포함한 다)할 때에는 장애인등이 대상시설을 항상 편리하게 이용할 수 있도록 편의시설을 제8조에 따른 설치기준에,0.0,X,무관 (미매핑)
장애인편의법,편의시설 설치 의무 대상 300제곱미터,제7조,제9조의2,,제9조의2(편의시설 설치기준의 적합성 확인) ① 시설주관기관은 시설주등이 대상시설의 설치를 위하여 「건축법」 등 관 계 법령에 따른 허가나 처분(「건축법」 제29조에 따른 협의를 포함한다)을 신청하는 등 절차를 진행,0.0,X,무관 (전문가)
장애인편의법,편의시설 설치 의무 대상 300제곱미터,제7조,,MISS,[미반환] 기대 조문: 제7조,0.0,,정답 유지
장애인편의법,편의시설 설치기준 경사로 출입구 장애인편의법,제16조 / 제17조,제17조,정답,[제17조] ① 시설주등은 주차장 관계 법령과 제8조에 따른 편의시설의 설치기준에 따라 해당 대 상시설에 장애인전용주차구역을 설치하여야 한다.,0.333,O,
장애인편의법,편의시설 설치기준 경사로 출입구 장애인편의법,제16조 / 제17조,제10조의2,,"[제10조의2] ① 보건복지부장관과 국토교통부장관(이하 이 조, 제10조의5부터 제10조의9까 지에서 “보건복지부장관등”이라 한다)은 장애인등이 대상시설을 안전하고 편리하게 이용할 수 있도록 편의시설의 설치ㆍ운영을",0.333,O,정답에 추가
장애인편의법,편의시설 설치기준 경사로 출입구 장애인편의법,제16조 / 제17조,제9조의2,,제9조의2(편의시설 설치기준의 적합성 확인) ① 시설주관기관은 시설주등이 대상시설의 설치를 위하여 「건축법」 등 관 계 법령에 따른 허가나 처분(「건축법」 제29조에 따른 협의를 포함한다)을 신청하는 등 절차를 진행,0.333,O,정답에 추가
